Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Antonio Brown\BrowAn04,WR,27.163,2015-12-20,NFL,PIT,,DEN,W 34-27,14,15,Sun,18,16,189,11.81,2,88.9%,10.50
2,Emmanuel Sanders\SandEm00,WR,28.278,2015-12-20,NFL,DEN,@,PIT,L 27-34,14,15,Sun,16,10,181,18.10,1,62.5%,11.31
3,Jordan Matthews\MattJo00,WR,23.157,2015-12-20,NFL,PHI,,ARI,L 17-40,14,15,Sun,11,8,159,19.88,1,72.7%,14.45
4,Mike Evans\EvanMi00,WR,22.118,2015-12-17,NFL,TAM,@,STL,L 23-31,14,15,Thu,17,9,157,17.44,0,52.9%,9.24
5,DeSean Jackson\JackDe00,WR,29.019,2015-12-20,NFL,WAS,,BUF,W 35-25,14,15,Sun,8,6,153,25.50,1,75.0%,19.13
6,Kamar Aiken\AikeKa00,WR,26.204,2015-12-20,NFL,BAL,,KAN,L 14-34,14,15,Sun,12,8,128,16.00,1,66.7%,10.67
7,Brandin Cooks\CookBr00,WR,22.087,2015-12-21,NFL,NOR,,DET,L 27-35,14,15,Mon,13,10,124,12.40,1,76.9%,9.54
8,Amari Cooper\CoopAm00,WR,21.185,2015-12-20,NFL,OAK,,GNB,L 20-30,14,15,Sun,9,6,120,20.00,2,66.7%,13.33
9,Julio Jones\JoneJu02,WR,26.320,2015-12-20,NFL,ATL,@,JAX,W 23-17,14,15,Sun,13,9,118,13.11,1,69.2%,9.08
10,Dorial Green-Beckham\GreeDo00,WR,22.252,2015-12-20,NFL,TEN,@,NWE,L 16-33,14,15,Sun,9,6,113,18.83,0,66.7%,12.56
11,Sammy Watkins\WatkSa00,WR,22.189,2015-12-20,NFL,BUF,@,WAS,L 25-35,14,15,Sun,10,5,111,22.20,2,50.0%,11.10
12,Jermaine Kearse\KearJe01,WR,25.317,2015-12-20,NFL,SEA,,CLE,W 30-13,14,15,Sun,8,7,110,15.71,0,87.5%,13.75
13,DeAndre Hopkins\HopkDe00,WR,23.197,2015-12-20,NFL,HOU,@,IND,W 16-10,14,15,Sun,11,8,94,11.75,0,72.7%,8.55
14,Marvin Jones\JoneMa02,WR,25.283,2015-12-20,NFL,CIN,@,SFO,W 24-14,14,15,Sun,6,4,89,22.25,0,66.7%,14.83
15,Antonio Gates\GateAn00,TE,35.185,2015-12-20,NFL,SDG,,MIA,W 30-14,14,15,Sun,9,6,88,14.67,0,66.7%,9.78
16,Brandon LaFell\LaFeBr00,WR,29.046,2015-12-20,NFL,NWE,,TEN,W 33-16,14,15,Sun,5,4,88,22.00,0,80.0%,17.60
17,Martavis Bryant\BryaMa00,WR,24.000,2015-12-20,NFL,PIT,,DEN,W 34-27,14,15,Sun,14,10,87,8.70,0,71.4%,6.21
18,DeVante Parker\ParkDe01,WR,22.334,2015-12-20,NFL,MIA,@,SDG,L 14-30,14,15,Sun,6,4,87,21.75,0,66.7%,14.50
19,Ted Ginn\GinnTe00,WR,30.252,2015-12-20,NFL,CAR,@,NYG,W 38-35,14,15,Sun,14,6,85,14.17,2,42.9%,6.07
20,Jordan Reed\ReedJo02,TE,25.170,2015-12-20,NFL,WAS,,BUF,W 35-25,14,15,Sun,7,7,84,12.00,2,100.0%,12.00
21,James Jones\JoneJa04,WR,31.264,2015-12-20,NFL,GNB,@,OAK,W 30-20,14,15,Sun,9,6,82,13.67,1,66.7%,9.11
22,Eric Ebron\EbroEr00,TE,22.255,2015-12-21,NFL,DET,@,NOR,W 35-27,14,15,Mon,5,4,79,19.75,0,80.0%,15.80
23,Greg Olsen\OlseGr00,TE,30.284,2015-12-20,NFL,CAR,@,NYG,W 38-35,14,15,Sun,8,6,79,13.17,1,75.0%,9.88
24,Julius Thomas\ThomJu00,TE,27.176,2015-12-20,NFL,JAX,,ATL,L 17-23,14,15,Sun,9,6,79,13.17,0,66.7%,8.78
25,Zach Ertz\ErtzZa00,TE,25.040,2015-12-20,NFL,PHI,,ARI,L 17-40,14,15,Sun,13,8,78,9.75,1,61.5%,6.00
26,Dontrelle Inman\InmaDo00,WR,26.323,2015-12-20,NFL,SDG,,MIA,W 30-14,14,15,Sun,5,3,78,26.00,0,60.0%,15.60
27,Odell Beckham\BeckOd00,WR,23.045,2015-12-20,NFL,NYG,,CAR,L 35-38,14,15,Sun,9,6,76,12.67,1,66.7%,8.44
28,Jerick McKinnon\McKiJe00,RB,23.231,2015-12-20,NFL,MIN,,CHI,W 38-17,14,15,Sun,4,4,76,19.00,1,100.0%,19.00
29,Willie Snead\SneaWi00,WR,23.065,2015-12-21,NFL,NOR,,DET,L 27-35,14,15,Mon,12,10,76,7.60,0,83.3%,6.33
30,Anquan Boldin\BoldAn00,WR,35.078,2015-12-20,NFL,SFO,,CIN,L 14-24,14,15,Sun,10,8,74,9.25,1,80.0%,7.40
31,Brandon Marshall\MarsBr00,WR,31.271,2015-12-19,NFL,NYJ,@,DAL,W 19-16,14,15,Sat,7,4,74,18.50,0,57.1%,10.57
32,Travis Kelce\KelcTr00,TE,26.076,2015-12-20,NFL,KAN,@,BAL,W 34-14,14,15,Sun,7,6,73,12.17,0,85.7%,10.43
33,Kenny Britt\BritKe00,WR,27.089,2015-12-17,NFL,STL,,TAM,W 31-23,14,15,Thu,2,2,71,35.50,1,100.0%,35.50
34,James White\WhitJa02,RB,23.320,2015-12-20,NFL,NWE,,TEN,W 33-16,14,15,Sun,8,7,71,10.14,1,87.5%,8.88
35,Michael Crabtree\CrabMi00,WR,28.097,2015-12-20,NFL,OAK,,GNB,L 20-30,14,15,Sun,11,6,70,11.67,0,54.5%,6.36
36,Michael Floyd\FloyMi00,WR,26.023,2015-12-20,NFL,ARI,@,PHI,W 40-17,14,15,Sun,8,5,70,14.00,0,62.5%,8.75
37,Jared Cook\CookJa02,TE,28.254,2015-12-17,NFL,STL,,TAM,W 31-23,14,15,Thu,6,4,64,16.00,0,66.7%,10.67
38,Delanie Walker\WalkHu00,TE,31.130,2015-12-20,NFL,TEN,@,NWE,L 16-33,14,15,Sun,5,2,64,32.00,2,40.0%,12.80
39,Markus Wheaton\WheaMa00,WR,24.316,2015-12-20,NFL,PIT,,DEN,W 34-27,14,15,Sun,11,6,62,10.33,1,54.5%,5.64
40,Demaryius Thomas\ThomDe03,WR,27.360,2015-12-20,NFL,DEN,@,PIT,L 27-34,14,15,Sun,12,5,61,12.20,2,41.7%,5.08
41,Jeremy Butler\ButlJe01,WR,24.242,2015-12-20,NFL,BAL,,KAN,L 14-34,14,15,Sun,5,3,60,20.00,0,60.0%,12.00
42,Adam Humphries\HumpAd00,WR,22.176,2015-12-17,NFL,TAM,@,STL,L 23-31,14,15,Thu,6,6,60,10.00,0,100.0%,10.00
43,Matt Forte\FortMa00,RB,30.010,2015-12-20,NFL,CHI,@,MIN,L 17-38,14,15,Sun,7,6,57,9.50,1,85.7%,8.14
44,Zach Miller\MillZa02,TE,31.077,2015-12-20,NFL,CHI,@,MIN,L 17-38,14,15,Sun,6,6,57,9.50,0,100.0%,9.50
45,Allen Robinson\RobiAl02,WR,22.118,2015-12-20,NFL,JAX,,ATL,L 17-23,14,15,Sun,5,3,57,19.00,1,60.0%,11.40
46,Eric Decker\DeckEr00,WR,28.279,2015-12-19,NFL,NYJ,@,DAL,W 19-16,14,15,Sat,10,6,55,9.17,1,60.0%,5.50
47,Stefon Diggs\DiggSt00,WR,22.021,2015-12-20,NFL,MIN,,CHI,W 38-17,14,15,Sun,4,3,55,18.33,2,75.0%,13.75
48,Tyler Lockett\LockTy00,WR,23.083,2015-12-20,NFL,SEA,,CLE,W 30-13,14,15,Sun,7,5,55,11.00,1,71.4%,7.86
49,Darren Fells\FellDa01,TE,29.242,2015-12-20,NFL,ARI,@,PHI,W 40-17,14,15,Sun,3,3,54,18.00,0,100.0%,18.00
50,Rob Gronkowski\GronRo00,TE,26.220,2015-12-20,NFL,NWE,,TEN,W 33-16,14,15,Sun,11,5,54,10.80,1,45.5%,4.91
51,Jarvis Landry\LandJa00,WR,23.022,2015-12-20,NFL,MIA,@,SDG,L 14-30,14,15,Sun,10,8,54,6.75,0,80.0%,5.40
52,Bilal Powell\PoweBi00,RB,27.053,2015-12-19,NFL,NYJ,@,DAL,W 19-16,14,15,Sat,7,7,54,7.71,0,100.0%,7.71
53,Kendall Gaskins\GaskKe00,RB,25.046,2015-12-20,NFL,SFO,,CIN,L 14-24,14,15,Sun,7,6,52,8.67,0,85.7%,7.43
54,Josh Huff\HuffJo00,WR,24.067,2015-12-20,NFL,PHI,,ARI,L 17-40,14,15,Sun,4,4,52,13.00,0,100.0%,13.00
55,Corey Brown\BrowPh00,WR,24.004,2015-12-20,NFL,CAR,@,NYG,W 38-35,14,15,Sun,4,3,51,17.00,1,75.0%,12.75
56,Donte Moncrief\MoncDo00,WR,22.136,2015-12-20,NFL,IND,,HOU,L 10-16,14,15,Sun,7,5,51,10.20,1,71.4%,7.29
