Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,DeAndre Hopkins\HopkDe00,WR,25.145,2017-10-29,NFL,HOU,@,SEA,L 38-41,7,8,Sun,11,8,224,28.00,1,72.7%,20.36
2,JuJu Smith-Schuster\SmitJu00,WR,20.341,2017-10-29,NFL,PIT,@,DET,W 20-15,8,8,Sun,10,7,193,27.57,1,70.0%,19.30
3,Travis Kelce\KelcTr00,TE,28.025,2017-10-30,NFL,KAN,,DEN,W 29-19,8,8,Mon,10,7,133,19.00,1,70.0%,13.30
4,Marvin Jones\JoneMa02,WR,27.231,2017-10-29,NFL,DET,,PIT,L 15-20,7,8,Sun,11,6,128,21.33,0,54.5%,11.64
5,Will Fuller\FullWi01,WR,23.196,2017-10-29,NFL,HOU,@,SEA,L 38-41,7,8,Sun,8,5,125,25.00,2,62.5%,15.63
6,Jamison Crowder\CrowJa00,WR,24.134,2017-10-29,NFL,WAS,,DAL,L 19-33,7,8,Sun,13,9,123,13.67,0,69.2%,9.46
7,Jack Doyle\DoylJa00,TE,27.177,2017-10-29,NFL,IND,@,CIN,L 23-24,8,8,Sun,14,12,121,10.08,1,85.7%,8.64
8,Tyler Lockett\LockTy00,WR,25.031,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,8,6,121,20.17,0,75.0%,15.13
9,Paul Richardson\RichPa01,WR,25.199,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,7,6,105,17.50,2,85.7%,15.00
10,Robby Anderson\AndeRo04,WR,24.173,2017-10-29,NFL,NYJ,,ATL,L 20-25,8,8,Sun,6,6,104,17.33,1,100.0%,17.33
11,Adam Thielen\ThieAd00,WR,27.068,2017-10-29,NFL,MIN,@,CLE,W 33-16,8,8,Sun,10,5,98,19.60,1,50.0%,9.80
12,Tre McBride\McBrTr00,WR,24.332,2017-10-29,NFL,CHI,@,NOR,L 12-20,8,8,Sun,5,3,92,30.67,0,60.0%,18.40
13,Joe Mixon\MixoJo00,HB,21.097,2017-10-29,NFL,CIN,,IND,W 24-23,7,8,Sun,3,3,91,30.33,0,100.0%,30.33
14,T.J. Jones\JoneT.00,WR,25.102,2017-10-29,NFL,DET,,PIT,L 15-20,7,8,Sun,8,4,88,22.00,0,50.0%,11.00
15,Golden Tate\TateGo00,WR,29.088,2017-10-29,NFL,DET,,PIT,L 15-20,7,8,Sun,8,7,86,12.29,0,87.5%,10.75
16,James White\WhitJa02,RB,25.268,2017-10-29,NFL,NWE,,LAC,W 21-13,8,8,Sun,6,5,85,17.00,0,83.3%,14.17
17,Michael Crabtree\CrabMi00,WR,30.045,2017-10-29,NFL,OAK,@,BUF,L 14-34,8,8,Sun,10,5,83,16.60,0,50.0%,8.30
18,Michael Thomas\ThomMi05,WR,24.240,2017-10-29,NFL,NOR,,CHI,W 20-12,7,8,Sun,8,7,77,11.00,0,87.5%,9.63
19,Chris Thompson\ThomCh03,RB,27.009,2017-10-29,NFL,WAS,,DAL,L 19-33,7,8,Sun,9,8,76,9.50,0,88.9%,8.44
20,Julio Jones\JoneJu02,WR,28.268,2017-10-29,NFL,ATL,@,NYJ,W 25-20,7,8,Sun,6,3,74,24.67,0,50.0%,12.33
21,Mohamed Sanu\SanuMo00,WR,28.068,2017-10-29,NFL,ATL,@,NYJ,W 25-20,7,8,Sun,7,6,74,12.33,1,85.7%,10.57
22,Jerick McKinnon\McKiJe00,RB,25.179,2017-10-29,NFL,MIN,@,CLE,W 33-16,8,8,Sun,10,6,72,12.00,0,60.0%,7.20
23,Antonio Brown\BrowAn04,WR,29.111,2017-10-29,NFL,PIT,@,DET,W 20-15,8,8,Sun,10,5,70,14.00,0,50.0%,7.00
24,Rex Burkhead\BurkRe00,RB,27.119,2017-10-29,NFL,NWE,,LAC,W 21-13,8,8,Sun,7,7,68,9.71,0,100.0%,9.71
25,Ted Ginn\GinnTe00,WR,32.200,2017-10-29,NFL,NOR,,CHI,W 20-12,7,8,Sun,4,2,68,34.00,0,50.0%,17.00
26,Tre Madden\MaddTr01,FB,24.074,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,1,1,66,66.00,0,100.0%,66.00
27,Demaryius Thomas\ThomDe03,WR,29.309,2017-10-30,NFL,DEN,@,KAN,L 19-29,7,8,Mon,9,5,66,13.20,0,55.6%,7.33
28,Kenny Stills\StilKe00,WR,25.187,2017-10-26,NFL,MIA,@,BAL,L 0-40,7,8,Thu,10,5,65,13.00,0,50.0%,6.50
29,Travis Benjamin\BenjTr00,WR,27.304,2017-10-29,NFL,LAC,@,NWE,L 13-21,8,8,Sun,9,5,64,12.80,1,55.6%,7.11
30,Cameron Brate\BratCa00,TE,26.118,2017-10-29,NFL,TAM,,CAR,L 3-17,7,8,Sun,5,4,64,16.00,0,80.0%,12.80
31,Alshon Jeffery\JeffAl00,WR,27.257,2017-10-29,NFL,PHI,,SFO,W 33-10,8,8,Sun,8,2,62,31.00,1,25.0%,7.75
32,DeAndre Washington\WashDe00,RB,24.249,2017-10-29,NFL,OAK,@,BUF,L 14-34,8,8,Sun,10,8,62,7.75,1,80.0%,6.20
33,Keenan Allen\AlleKe00,WR,25.185,2017-10-29,NFL,LAC,@,NWE,L 13-21,8,8,Sun,5,4,61,15.25,0,80.0%,12.20
34,Mike Evans\EvanMi00,WR,24.069,2017-10-29,NFL,TAM,,CAR,L 3-17,7,8,Sun,10,5,60,12.00,0,50.0%,6.00
35,Chris Hogan\HogaCh00,WR,29.005,2017-10-29,NFL,NWE,,LAC,W 21-13,8,8,Sun,7,5,60,12.00,0,71.4%,8.57
36,Eric Ebron\EbroEr00,TE,24.202,2017-10-29,NFL,DET,,PIT,L 15-20,7,8,Sun,6,2,58,29.00,0,33.3%,9.67
37,Jared Cook\CookJa02,TE,30.205,2017-10-29,NFL,OAK,@,BUF,L 14-34,8,8,Sun,5,4,57,14.25,0,80.0%,11.40
38,Rob Gronkowski\GronRo00,TE,28.168,2017-10-29,NFL,NWE,,LAC,W 21-13,8,8,Sun,9,5,57,11.40,1,55.6%,6.33
39,Doug Baldwin\BaldDo00,WR,29.038,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,10,6,54,9.00,0,60.0%,5.40
40,Brandon Coleman\ColeBr00,WR,25.129,2017-10-29,NFL,NOR,,CHI,W 20-12,7,8,Sun,1,1,54,54.00,0,100.0%,54.00
41,Isaiah Crowell\CrowIs00,RB,24.294,2017-10-29,NFL,CLE,,MIN,L 16-33,8,8,Sun,6,4,54,13.50,0,66.7%,9.00
42,Jeremy Maclin\MaclJe00,WR,29.168,2017-10-26,NFL,BAL,,MIA,W 40-0,8,8,Thu,5,3,53,17.67,1,60.0%,10.60
43,Tanner McEvoy\McEvTa01,WR,24.276,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,1,1,53,53.00,0,100.0%,53.00
44,Andre Holmes\HolmAn00,WR,29.135,2017-10-29,NFL,BUF,,OAK,W 34-14,7,8,Sun,4,3,51,17.00,1,75.0%,12.75
45,Christian McCaffrey\McCaCh01,RB,21.144,2017-10-29,NFL,CAR,@,TAM,W 17-3,8,8,Sun,7,5,49,9.80,0,71.4%,7.00
46,Leonte Carroo\CarrLe00,WR,23.275,2017-10-26,NFL,MIA,@,BAL,L 0-40,7,8,Thu,8,6,48,8.00,0,75.0%,6.00
47,Amari Cooper\CoopAm00,WR,23.133,2017-10-29,NFL,OAK,@,BUF,L 14-34,8,8,Sun,10,5,48,9.60,0,50.0%,4.80
48,Alvin Kamara\KamaAl00,RB,22.096,2017-10-29,NFL,NOR,,CHI,W 20-12,7,8,Sun,3,3,48,16.00,0,100.0%,16.00
49,Austin Hooper\HoopAu00,TE,22.359,2017-10-29,NFL,ATL,@,NYJ,W 25-20,7,8,Sun,6,4,47,11.75,1,66.7%,7.83
50,Tyler Kroft\KrofTy00,TE,25.014,2017-10-29,NFL,CIN,,IND,W 24-23,7,8,Sun,6,5,46,9.20,0,83.3%,7.67
51,Matt Forte\FortMa00,RB,31.323,2017-10-29,NFL,NYJ,,ATL,L 20-25,8,8,Sun,7,6,45,7.50,0,85.7%,6.43
52,Brandon LaFell\LaFeBr00,WR,30.359,2017-10-29,NFL,CIN,,IND,W 24-23,7,8,Sun,5,4,44,11.00,0,80.0%,8.80
53,Jesse James\JameJe00,TE,23.147,2017-10-29,NFL,PIT,@,DET,W 20-15,8,8,Sun,3,2,42,21.00,0,66.7%,14.00
54,Ricardo Louis\LouiRi00,WR,23.220,2017-10-29,NFL,CLE,,MIN,L 16-33,8,8,Sun,6,2,42,21.00,0,33.3%,7.00
55,Kelvin Benjamin\BenjKe00,WR,26.266,2017-10-29,NFL,CAR,@,TAM,W 17-3,8,8,Sun,7,3,39,13.00,1,42.9%,5.57
56,Matt Breida\BreiMa00,RB,22.243,2017-10-29,NFL,SFO,@,PHI,L 10-33,8,8,Sun,6,4,39,9.75,1,66.7%,6.50
57,Dez Bryant\BryaDe01,WR,28.359,2017-10-29,NFL,DAL,@,WAS,W 33-19,7,8,Sun,6,4,39,9.75,0,66.7%,6.50
58,Jimmy Graham\GrahJi00,TE,30.339,2017-10-29,NFL,SEA,,HOU,W 41-38,7,8,Sun,5,4,39,9.75,2,80.0%,7.80
59,Ryan Grant\GranRy01,WR,26.314,2017-10-29,NFL,WAS,,DAL,L 19-33,7,8,Sun,7,5,38,7.60,0,71.4%,5.43
60,Tyreek Hill\HillTy00,WR,23.243,2017-10-30,NFL,KAN,,DEN,W 29-19,8,8,Mon,6,2,38,19.00,0,33.3%,6.33
61,DeSean Jackson\JackDe00,WR,30.332,2017-10-29,NFL,TAM,,CAR,L 3-17,7,8,Sun,8,3,37,12.33,0,37.5%,4.63
62,Marlon Mack\MackMa00,RB,21.236,2017-10-29,NFL,IND,@,CIN,L 23-24,8,8,Sun,5,3,36,12.00,1,60.0%,7.20
63,Terrance Williams\WillTe01,WR,28.051,2017-10-29,NFL,DAL,@,WAS,W 33-19,7,8,Sun,3,2,36,18.00,0,66.7%,12.00
