Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Julio Jones\JoneJu02,WR,25.227,2014-09-18,NFL,ATL,,TAM,W 56-14,3,3,Thu,11,9,161,17.89,2,81.8%,14.64
2,Jeremy Maclin\MaclJe00,WR,26.133,2014-09-21,NFL,PHI,,WAS,W 37-34,3,3,Sun,10,8,154,19.25,1,80.0%,15.40
3,Emmanuel Sanders\SandEm00,WR,27.188,2014-09-21,NFL,DEN,@,SEA,L 20-26,3,3,Sun,15,11,149,13.55,0,73.3%,9.93
4,Pierre Garcon\GarcPi00,WR,28.044,2014-09-21,NFL,WAS,@,PHI,L 34-37,3,3,Sun,16,11,138,12.55,1,68.8%,8.63
5,DeSean Jackson\JackDe00,WR,27.294,2014-09-21,NFL,WAS,@,PHI,L 34-37,3,3,Sun,11,5,117,23.40,1,45.5%,10.64
6,DeAndre Hopkins\HopkDe00,WR,22.107,2014-09-21,NFL,HOU,@,NYG,L 17-30,3,3,Sun,9,6,116,19.33,0,66.7%,12.89
7,Kelvin Benjamin\BenjKe00,WR,23.228,2014-09-21,NFL,CAR,,PIT,L 19-37,3,3,Sun,11,8,115,14.38,1,72.7%,10.45
8,Michael Floyd\FloyMi00,WR,24.298,2014-09-21,NFL,ARI,,SFO,W 23-14,3,3,Sun,9,5,114,22.80,0,55.6%,12.67
9,Victor Cruz\CruzVi00,WR,27.314,2014-09-21,NFL,NYG,,HOU,W 30-17,3,3,Sun,6,5,107,21.40,1,83.3%,17.83
10,Alshon Jeffery\JeffAl00,WR,24.220,2014-09-22,NFL,CHI,@,NYJ,W 27-19,3,3,Mon,13,8,105,13.13,0,61.5%,8.08
11,Steve Johnson\JohnSt00,WR,27.297,2014-09-21,NFL,SFO,@,ARI,L 14-23,3,3,Sun,9,9,103,11.44,0,100.0%,11.44
12,A.J. Green\GreeA.00,WR,26.052,2014-09-21,NFL,CIN,,TEN,W 33-7,3,3,Sun,9,6,102,17.00,0,66.7%,11.33
13,Steve Smith\SmitSt01,WR,35.132,2014-09-21,NFL,BAL,@,CLE,W 23-21,3,3,Sun,7,5,101,20.20,0,71.4%,14.43
14,Malcom Floyd\FloyMa00,WR,33.013,2014-09-21,NFL,SDG,@,BUF,W 22-10,3,3,Sun,4,2,98,49.00,0,50.0%,24.50
15,Antonio Brown\BrowAn04,WR,26.073,2014-09-21,NFL,PIT,@,CAR,W 37-19,3,3,Sun,10,10,90,9.00,2,100.0%,9.00
16,Dez Bryant\BryaDe01,WR,25.321,2014-09-21,NFL,DAL,@,STL,W 34-31,3,3,Sun,7,6,89,14.83,1,85.7%,12.71
17,Andrew Hawkins\HawkAn00,WR,28.195,2014-09-21,NFL,CLE,,BAL,L 21-23,3,3,Sun,10,7,87,12.43,0,70.0%,8.70
18,Julian Edelman\EdelJu00,WR,28.122,2014-09-21,NFL,NWE,,OAK,W 16-9,3,3,Sun,13,10,84,8.40,0,76.9%,6.46
19,Calvin Johnson\JohnCa00,WR,28.357,2014-09-21,NFL,DET,,GNB,W 19-7,3,3,Sun,10,6,82,13.67,0,60.0%,8.20
20,Taylor Gabriel\GabrTa00,WR,23.216,2014-09-21,NFL,CLE,,BAL,L 21-23,3,3,Sun,2,2,81,40.50,0,100.0%,40.50
21,Jeremy Kerley\KerlJe00,WR,25.318,2014-09-22,NFL,NYJ,,CHI,L 19-27,3,3,Mon,11,7,81,11.57,1,63.6%,7.36
22,Michael Crabtree\CrabMi00,WR,27.007,2014-09-21,NFL,SFO,@,ARI,L 14-23,3,3,Sun,11,10,80,8.00,1,90.9%,7.27
23,T.Y. Hilton\HiltT.00,WR,24.311,2014-09-21,NFL,IND,@,JAX,W 44-17,3,3,Sun,6,5,80,16.00,0,83.3%,13.33
24,Allen Robinson\RobiAl02,WR,21.028,2014-09-21,NFL,JAX,,IND,L 17-44,3,3,Sun,10,7,79,11.29,0,70.0%,7.90
25,Fred Jackson\JackFr02,RB,33.213,2014-09-21,NFL,BUF,,SDG,L 10-22,3,3,Sun,10,8,78,9.75,1,80.0%,7.80
26,Jared Cook\CookJa02,TE,27.167,2014-09-21,NFL,STL,,DAL,L 31-34,3,3,Sun,9,7,75,10.71,0,77.8%,8.33
27,Scott Chandler\ChanSc00,TE,29.060,2014-09-21,NFL,BUF,,SDG,L 10-22,3,3,Sun,5,5,74,14.80,0,100.0%,14.80
28,Brandin Cooks\CookBr00,WR,20.361,2014-09-21,NFL,NOR,,MIN,W 20-9,3,3,Sun,10,8,74,9.25,0,80.0%,7.40
29,Mike Wallace\WallMi00,WR,28.051,2014-09-21,NFL,MIA,,KAN,L 15-34,3,3,Sun,12,5,74,14.80,0,41.7%,6.17
30,Greg Jennings\JennGr00,WR,31.000,2014-09-21,NFL,MIN,@,NOR,L 9-20,3,3,Sun,7,5,70,14.00,0,71.4%,10.00
31,Kenny Britt\BritKe00,WR,26.002,2014-09-21,NFL,STL,,DAL,L 31-34,3,3,Sun,7,5,69,13.80,0,71.4%,9.86
