Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,George Kittle\KittGe00,TE,25.082,2018-12-30,NFL,SFO,@,LAR,L 32-48,16,17,Sun,14,9,149,16.56,1,64.3%,10.64
2,DeAndre Hopkins\HopkDe00,WR,26.207,2018-12-30,NFL,HOU,,JAX,W 20-3,16,17,Sun,16,12,147,12.25,0,75.0%,9.19
3,Julio Jones\JoneJu02,WR,29.330,2018-12-30,NFL,ATL,@,TAM,W 34-32,16,17,Sun,13,9,138,15.33,1,69.2%,10.62
4,Blake Jarwin\JarwBl00,TE,24.167,2018-12-30,NFL,DAL,@,NYG,W 36-35,16,17,Sun,8,7,119,17.00,3,87.5%,14.88
5,Chris Godwin\GodwCh00,WR,22.306,2018-12-30,NFL,TAM,,ATL,L 32-34,16,17,Sun,9,6,114,19.00,2,66.7%,12.67
6,Mike Evans\EvanMi00,WR,25.131,2018-12-30,NFL,TAM,,ATL,L 32-34,16,17,Sun,8,6,106,17.67,2,75.0%,13.25
7,Brandon Powell\PoweBr00,WR,22.109,2018-12-30,NFL,DET,@,GNB,W 31-0,16,17,Sun,9,6,103,17.17,0,66.7%,11.44
8,Jarvis Landry\LandJa00,WR,26.032,2018-12-30,NFL,CLE,@,BAL,L 24-26,16,17,Sun,9,5,102,20.40,1,55.6%,11.33
9,Tyreek Hill\HillTy00,WR,24.304,2018-12-30,NFL,KAN,,OAK,W 35-3,16,17,Sun,7,5,101,20.20,1,71.4%,14.43
10,Cole Beasley\BeasCo00,WR,29.248,2018-12-30,NFL,DAL,@,NYG,W 36-35,16,17,Sun,6,6,94,15.67,1,100.0%,15.67
11,Zay Jones\JoneZa00,WR,23.275,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,9,6,93,15.50,2,66.7%,10.33
