Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Chris Hogan\HogaCh00,WR,28.049,2016-12-12,NFL,NWE,,BAL,W 30-23,13,14,Mon,7,5,129,25.80,1,71.4%,18.43
2,Demaryius Thomas\ThomDe03,WR,28.352,2016-12-11,NFL,DEN,@,TEN,L 10-13,13,14,Sun,16,10,126,12.60,0,62.5%,7.88
3,T.Y. Hilton\HiltT.00,WR,27.027,2016-12-11,NFL,IND,,HOU,L 17-22,13,14,Sun,13,9,115,12.78,1,69.2%,8.85
4,Marqise Lee\LeexMa00,WR,25.016,2016-12-11,NFL,JAX,,MIN,L 16-25,13,14,Sun,8,5,113,22.60,0,62.5%,14.13
5,Zach Ertz\ErtzZa00,TE,26.031,2016-12-11,NFL,PHI,,WAS,L 22-27,13,14,Sun,13,10,112,11.20,0,76.9%,8.62
6,Davante Adams\AdamDa01,WR,23.353,2016-12-11,NFL,GNB,,SEA,W 38-10,13,14,Sun,6,4,104,26.00,1,66.7%,17.33
7,Jarvis Landry\LandJa00,WR,24.013,2016-12-11,NFL,MIA,,ARI,W 26-23,13,14,Sun,6,4,103,25.75,0,66.7%,17.17
8,DeSean Jackson\JackDe00,WR,30.010,2016-12-11,NFL,WAS,@,PHI,W 27-22,13,14,Sun,4,3,102,34.00,1,75.0%,25.50
9,Travis Kelce\KelcTr00,TE,27.064,2016-12-08,NFL,KAN,,OAK,W 21-13,13,14,Thu,8,5,101,20.20,0,62.5%,12.63
10,Adam Thielen\ThieAd00,WR,26.111,2016-12-11,NFL,MIN,@,JAX,W 25-16,13,14,Sun,5,4,101,25.25,0,80.0%,20.20
11,Emmanuel Sanders\SandEm00,WR,29.269,2016-12-11,NFL,DEN,@,TEN,L 10-13,13,14,Sun,14,11,100,9.09,1,78.6%,7.14
12,Robby Anderson\AndeRo04,WR,23.216,2016-12-11,NFL,NYJ,@,SFO,W 23-17,13,14,Sun,11,6,99,16.50,0,54.5%,9.00
13,Kenny Stills\StilKe00,WR,24.233,2016-12-11,NFL,MIA,,ARI,W 26-23,13,14,Sun,7,6,97,16.17,1,85.7%,13.86
14,Odell Beckham\BeckOd00,WR,24.036,2016-12-11,NFL,NYG,,DAL,W 10-7,13,14,Sun,9,4,94,23.50,1,44.4%,10.44
15,Greg Olsen\OlseGr00,TE,31.275,2016-12-11,NFL,CAR,,SDG,W 28-16,13,14,Sun,7,4,87,21.75,0,57.1%,12.43
16,Willie Snead\SneaWi00,WR,24.055,2016-12-11,NFL,NOR,@,TAM,L 11-16,13,14,Sun,8,6,85,14.17,0,75.0%,10.63
17,Kenny Britt\BritKe00,WR,28.083,2016-12-11,NFL,LAR,,ATL,L 14-42,13,14,Sun,12,7,82,11.71,0,58.3%,6.83
18,Taylor Gabriel\GabrTa00,WR,25.298,2016-12-11,NFL,ATL,@,LAR,W 42-14,13,14,Sun,6,3,82,27.33,1,50.0%,13.67
19,LeSean McCoy\McCoLe01,RB,28.152,2016-12-11,NFL,BUF,,PIT,L 20-27,13,14,Sun,7,6,81,13.50,0,85.7%,11.57
20,James White\WhitJa02,RB,24.313,2016-12-12,NFL,NWE,,BAL,W 30-23,13,14,Mon,3,3,81,27.00,0,100.0%,27.00
21,Jordan Matthews\MattJo00,WR,24.148,2016-12-11,NFL,PHI,,WAS,L 22-27,13,14,Sun,10,8,79,9.88,0,80.0%,7.90
22,Antonio Brown\BrowAn04,WR,28.154,2016-12-11,NFL,PIT,@,BUF,W 27-20,13,14,Sun,11,5,78,15.60,0,45.5%,7.09
23,Terrance Williams\WillTe01,WR,27.094,2016-12-11,NFL,DAL,@,NYG,L 7-10,13,14,Sun,6,5,76,15.20,1,83.3%,12.67
24,Julian Edelman\EdelJu00,WR,30.204,2016-12-12,NFL,NWE,,BAL,W 30-23,13,14,Mon,15,7,73,10.43,0,46.7%,4.87
25,Cameron Meredith\MereCa00,WR,24.081,2016-12-11,NFL,CHI,@,DET,L 17-20,13,14,Sun,8,6,72,12.00,1,75.0%,9.00
26,Dontrelle Inman\InmaDo00,WR,27.315,2016-12-11,NFL,SDG,@,CAR,L 16-28,13,14,Sun,7,6,71,11.83,1,85.7%,10.14
27,Martellus Bennett\BennMa00,TE,29.277,2016-12-12,NFL,NWE,,BAL,W 30-23,13,14,Mon,4,4,70,17.50,1,100.0%,17.50
28,Chris Conley\ConlCh00,WR,24.044,2016-12-08,NFL,KAN,,OAK,W 21-13,13,14,Thu,3,2,70,35.00,0,66.7%,23.33
29,Tyrell Williams\WillTy00,WR,24.303,2016-12-11,NFL,SDG,@,CAR,L 16-28,13,14,Sun,5,2,68,34.00,0,40.0%,13.60
30,Marvin Jones\JoneMa02,WR,26.274,2016-12-11,NFL,DET,,CHI,W 20-17,13,14,Sun,5,4,67,16.75,0,80.0%,13.40
31,Tyreek Hill\HillTy00,WR,22.282,2016-12-08,NFL,KAN,,OAK,W 21-13,13,14,Thu,6,6,66,11.00,1,100.0%,11.00
32,Trey Burton\BurtTr01,TE,25.043,2016-12-11,NFL,PHI,,WAS,L 22-27,13,14,Sun,10,7,65,9.29,0,70.0%,6.50
33,Tavon Austin\AustTa00,WR,26.271,2016-12-11,NFL,LAR,,ATL,L 14-42,13,14,Sun,11,7,62,8.86,0,63.6%,5.64
