Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Emmanuel Sanders\SandEm00,WR,29.255,2016-11-27,NFL,DEN,,KAN,L 27-30,11,12,Sun,10,7,162,23.14,1,70.0%,16.20
2,Terrelle Pryor\PryoTe00,WR,27.160,2016-11-27,NFL,CLE,,NYG,L 13-27,12,12,Sun,12,6,131,21.83,0,50.0%,10.92
3,Marquess Wilson\WilsMa02,WR,24.074,2016-11-27,NFL,CHI,,TEN,L 21-27,11,12,Sun,11,8,125,15.63,1,72.7%,11.36
4,Dontrelle Inman\InmaDo00,WR,27.301,2016-11-27,NFL,SDG,@,HOU,W 21-13,11,12,Sun,6,6,119,19.83,1,100.0%,19.83
5,DeSean Jackson\JackDe00,WR,29.359,2016-11-24,NFL,WAS,@,DAL,L 26-31,11,12,Thu,8,4,118,29.50,1,50.0%,14.75
6,Ted Ginn\GinnTe00,WR,31.229,2016-11-27,NFL,CAR,@,OAK,L 32-35,11,12,Sun,10,4,115,28.75,1,40.0%,11.50
7,Davante Adams\AdamDa01,WR,23.340,2016-11-28,NFL,GNB,@,PHI,W 27-13,11,12,Mon,6,5,113,22.60,2,83.3%,18.83
8,Michael Crabtree\CrabMi00,WR,29.074,2016-11-27,NFL,OAK,,CAR,W 35-32,11,12,Sun,13,8,110,13.75,0,61.5%,8.46
9,Quincy Enunwa\EnunQu00,WR,24.180,2016-11-27,NFL,NYJ,,NWE,L 17-22,11,12,Sun,5,5,109,21.80,1,100.0%,21.80
10,Michael Thomas\ThomMi05,WR,23.269,2016-11-27,NFL,NOR,,LAR,W 49-21,11,12,Sun,10,9,108,12.00,2,90.0%,10.80
11,Mike Evans\EvanMi00,WR,23.098,2016-11-27,NFL,TAM,,SEA,W 14-5,11,12,Sun,11,8,104,13.00,2,72.7%,9.45
12,David Johnson\JohnDa08,RB,24.347,2016-11-27,NFL,ARI,@,ATL,L 19-38,11,12,Sun,11,8,103,12.88,1,72.7%,9.36
13,Travis Kelce\KelcTr00,TE,27.053,2016-11-27,NFL,KAN,@,DEN,W 30-27,11,12,Sun,15,8,101,12.63,0,53.3%,6.73
