Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Mike Evans\EvanMi00,WR,22.065,2015-10-25,NFL,TAM,@,WAS,L 30-31,6,7,Sun,12,8,164,20.50,1,66.7%,13.67
2,T.Y. Hilton\HiltT.00,WR,25.345,2015-10-25,NFL,IND,,NOR,L 21-27,7,7,Sun,15,4,150,37.50,2,26.7%,10.00
3,Amari Cooper\CoopAm00,WR,21.129,2015-10-25,NFL,OAK,@,SDG,W 37-29,6,7,Sun,6,5,133,26.60,1,83.3%,22.17
4,Nate Washington\WashNa00,WR,32.058,2015-10-25,NFL,HOU,@,MIA,L 26-44,7,7,Sun,16,9,127,14.11,2,56.3%,7.94
5,Antonio Brown\BrowAn04,WR,27.107,2015-10-25,NFL,PIT,@,KAN,L 13-23,7,7,Sun,8,6,124,20.67,0,75.0%,15.50
6,Stefon Diggs\DiggSt00,WR,21.330,2015-10-25,NFL,MIN,@,DET,W 28-19,6,7,Sun,9,6,108,18.00,1,66.7%,12.00
7,Rob Gronkowski\GronRo00,TE,26.164,2015-10-25,NFL,NWE,,NYJ,W 30-23,6,7,Sun,16,11,108,9.82,1,68.8%,6.75
8,Gary Barnidge\BarnGa01,TE,30.033,2015-10-25,NFL,CLE,@,STL,L 6-24,7,7,Sun,7,6,101,16.83,0,85.7%,14.43
9,Allen Robinson\RobiAl02,WR,22.062,2015-10-25,NFL,JAX,,BUF,W 34-31,7,7,Sun,9,6,98,16.33,1,66.7%,10.89
10,Eric Decker\DeckEr00,WR,28.224,2015-10-25,NFL,NYJ,@,NWE,L 23-30,6,7,Sun,12,6,94,15.67,0,50.0%,7.83
11,Julio Jones\JoneJu02,WR,26.264,2015-10-25,NFL,ATL,@,TEN,W 10-7,7,7,Sun,17,9,92,10.22,1,52.9%,5.41
12,Keenan Allen\AlleKe00,WR,23.181,2015-10-25,NFL,SDG,,OAK,L 29-37,7,7,Sun,13,9,89,9.89,0,69.2%,6.85
13,Eric Ebron\EbroEr00,TE,22.198,2015-10-25,NFL,DET,,MIN,L 19-28,7,7,Sun,5,5,89,17.80,1,100.0%,17.80
14,Danny Amendola\AmenDa00,WR,29.357,2015-10-25,NFL,NWE,,NYJ,W 30-23,6,7,Sun,9,8,86,10.75,1,88.9%,9.56
15,Calvin Johnson\JohnCa00,WR,30.026,2015-10-25,NFL,DET,,MIN,L 19-28,7,7,Sun,7,5,86,17.20,1,71.4%,12.29
16,Robert Woods\WoodRo02,WR,23.198,2015-10-25,NFL,BUF,@,JAX,L 31-34,7,7,Sun,13,9,84,9.33,1,69.2%,6.46
17,Jarvis Landry\LandJa00,WR,22.331,2015-10-25,NFL,MIA,,HOU,W 44-26,6,7,Sun,5,5,83,16.60,2,100.0%,16.60
18,Brandin Cooks\CookBr00,WR,22.030,2015-10-25,NFL,NOR,@,IND,W 27-21,7,7,Sun,13,6,81,13.50,0,46.2%,6.23
19,Tyler Lockett\LockTy00,WR,23.024,2015-10-22,NFL,SEA,@,SFO,W 20-3,7,7,Thu,5,5,79,15.80,1,100.0%,15.80
20,Steve Smith\SmitSt01,WR,36.167,2015-10-26,NFL,BAL,@,ARI,L 18-26,7,7,Mon,9,5,78,15.60,0,55.6%,8.67
21,Rishard Matthews\MattRi00,WR,26.013,2015-10-25,NFL,MIA,,HOU,W 44-26,6,7,Sun,3,3,75,25.00,1,100.0%,25.00
22,Danny Woodhead\WoodDa02,RB,30.273,2015-10-25,NFL,SDG,,OAK,L 29-37,7,7,Sun,12,11,75,6.82,2,91.7%,6.25
23,Duke Johnson\JohnDu00,RB,22.032,2015-10-25,NFL,CLE,@,STL,L 6-24,7,7,Sun,7,7,73,10.43,0,100.0%,10.43
24,Travis Kelce\KelcTr00,TE,26.020,2015-10-25,NFL,KAN,,PIT,W 23-13,7,7,Sun,6,5,73,14.60,0,83.3%,12.17
25,Jason Witten\WittJa00,TE,33.172,2015-10-25,NFL,DAL,@,NYG,L 20-27,6,7,Sun,8,6,73,12.17,0,75.0%,9.13
26,Jordan Reed\ReedJo02,TE,25.114,2015-10-25,NFL,WAS,,TAM,W 31-30,7,7,Sun,13,11,72,6.55,2,84.6%,5.54
27,Albert Wilson\WilsAl02,WR,23.105,2015-10-25,NFL,KAN,,PIT,W 23-13,7,7,Sun,6,3,71,23.67,0,50.0%,11.83
28,Terrance Williams\WillTe01,WR,26.047,2015-10-25,NFL,DAL,@,NYG,L 20-27,6,7,Sun,7,4,70,17.50,0,57.1%,10.00
29,Rueben Randle\RandRu00,WR,24.171,2015-10-25,NFL,NYG,,DAL,W 27-20,7,7,Sun,5,2,68,34.00,0,40.0%,13.60
30,Brandon Marshall\MarsBr00,WR,31.216,2015-10-25,NFL,NYJ,@,NWE,L 23-30,6,7,Sun,7,4,67,16.75,0,57.1%,9.57
31,Arian Foster\FostAr00,RB,29.062,2015-10-25,NFL,HOU,@,MIA,L 26-44,7,7,Sun,7,5,66,13.20,1,71.4%,9.43
32,John Brown\BrowJo02,WR,25.206,2015-10-26,NFL,ARI,,BAL,W 26-18,7,7,Mon,6,4,65,16.25,1,66.7%,10.83
33,Greg Olsen\OlseGr00,TE,30.228,2015-10-25,NFL,CAR,,PHI,W 27-16,6,7,Sun,5,3,65,21.67,0,60.0%,13.00
34,Jermaine Kearse\KearJe01,WR,25.258,2015-10-22,NFL,SEA,@,SFO,W 20-3,7,7,Thu,4,3,64,21.33,0,75.0%,16.00
35,Chris Conley\ConlCh00,WR,23.000,2015-10-25,NFL,KAN,,PIT,W 23-13,7,7,Sun,7,6,63,10.50,1,85.7%,9.00
36,Michael Crabtree\CrabMi00,WR,28.041,2015-10-25,NFL,OAK,@,SDG,W 37-29,6,7,Sun,8,6,63,10.50,1,75.0%,7.88
37,Zach Ertz\ErtzZa00,TE,24.349,2015-10-25,NFL,PHI,@,CAR,L 16-27,7,7,Sun,8,5,63,12.60,0,62.5%,7.88
38,Jermaine Gresham\GresJe00,TE,27.132,2015-10-26,NFL,ARI,,BAL,W 26-18,7,7,Mon,6,4,62,15.50,0,66.7%,10.33
39,Vernon Davis\DaviVe00,TE,31.264,2015-10-22,NFL,SFO,,SEA,L 3-20,7,7,Thu,6,4,61,15.25,0,66.7%,10.17
40,Lamar Miller\MillLa01,RB,24.183,2015-10-25,NFL,MIA,,HOU,W 44-26,6,7,Sun,3,3,61,20.33,1,100.0%,20.33
41,Michael Floyd\FloyMi00,WR,25.333,2015-10-26,NFL,ARI,,BAL,W 26-18,7,7,Mon,4,3,59,19.67,1,75.0%,14.75
42,Ted Ginn\GinnTe00,WR,30.196,2015-10-25,NFL,CAR,,PHI,W 27-16,6,7,Sun,8,5,59,11.80,0,62.5%,7.38
