Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Julio Jones\JoneJu02,WR,26.327,2015-12-27,NFL,ATL,,CAR,W 20-13,15,16,Sun,11,9,178,19.78,1,81.8%,16.18
2,Allen Robinson\RobiAl02,WR,22.125,2015-12-27,NFL,JAX,@,NOR,L 27-38,15,16,Sun,9,6,151,25.17,1,66.7%,16.78
3,Jordan Reed\ReedJo02,TE,25.176,2015-12-26,NFL,WAS,@,PHI,W 38-24,15,16,Sat,11,9,129,14.33,2,81.8%,11.73
4,Brandin Cooks\CookBr00,WR,22.093,2015-12-27,NFL,NOR,,JAX,W 38-27,15,16,Sun,7,5,123,24.60,1,71.4%,17.57
5,Zach Ertz\ErtzZa00,TE,25.046,2015-12-26,NFL,PHI,,WAS,L 24-38,15,16,Sat,17,13,122,9.38,0,76.5%,7.18
6,Doug Baldwin\BaldDo00,WR,27.097,2015-12-27,NFL,SEA,,STL,L 17-23,15,16,Sun,10,8,118,14.75,1,80.0%,11.80
7,DeAndre Hopkins\HopkDe00,WR,23.204,2015-12-27,NFL,HOU,@,TEN,W 34-6,15,16,Sun,11,7,117,16.71,1,63.6%,10.64
8,Brandon Marshall\MarsBr00,WR,31.279,2015-12-27,NFL,NYJ,,NWE,W 26-20,15,16,Sun,10,8,115,14.38,2,80.0%,11.50
9,Michael Floyd\FloyMi00,WR,26.030,2015-12-27,NFL,ARI,,GNB,W 38-8,15,16,Sun,8,6,111,18.50,0,75.0%,13.88
10,Jarvis Landry\LandJa00,WR,23.029,2015-12-27,NFL,MIA,,IND,L 12-18,15,16,Sun,11,7,111,15.86,0,63.6%,10.09
11,Allen Hurns\HurnAl01,WR,24.045,2015-12-27,NFL,JAX,@,NOR,L 27-38,15,16,Sun,10,8,107,13.38,2,80.0%,10.70
12,Jordan Matthews\MattJo00,WR,23.163,2015-12-26,NFL,PHI,,WAS,L 24-38,15,16,Sat,8,6,104,17.33,1,75.0%,13.00
13,DeVante Parker\ParkDe01,WR,22.341,2015-12-27,NFL,MIA,,IND,L 12-18,15,16,Sun,10,4,93,23.25,0,40.0%,9.30
14,David Johnson\JohnDa08,RB,24.011,2015-12-27,NFL,ARI,,GNB,W 38-8,15,16,Sun,6,3,88,29.33,0,50.0%,14.67
