Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Calvin Johnson\JohnCa00,WR,28.344,2014-09-08,NFL,DET,,NYG,W 35-14,1,1,Mon,11,7,164,23.43,2,63.6%,14.91
2,A.J. Green\GreeA.00,WR,26.038,2014-09-07,NFL,CIN,@,BAL,W 23-16,1,1,Sun,9,6,131,21.83,1,66.7%,14.56
3,Michael Floyd\FloyMi00,WR,24.285,2014-09-08,NFL,ARI,,SDG,W 18-17,1,1,Mon,7,5,119,23.80,0,71.4%,17.00
4,Steve Smith\SmitSt01,WR,35.118,2014-09-07,NFL,BAL,,CIN,L 16-23,1,1,Sun,15,7,118,16.86,1,46.7%,7.87
5,Antonio Brown\BrowAn04,WR,26.059,2014-09-07,NFL,PIT,,CLE,W 30-27,1,1,Sun,6,5,116,23.20,1,83.3%,19.33
6,Julio Jones\JoneJu02,WR,25.216,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,9,7,116,16.57,0,77.8%,12.89
7,Marques Colston\ColsMa00,WR,31.094,2014-09-07,NFL,NOR,@,ATL,L 34-37,1,1,Sun,8,5,110,22.00,0,62.5%,13.75
8,Allen Hurns\HurnAl01,WR,22.299,2014-09-07,NFL,JAX,@,PHI,L 17-34,1,1,Sun,9,4,110,27.50,2,44.4%,12.22
9,Julius Thomas\ThomJu00,TE,26.072,2014-09-07,NFL,DEN,,IND,W 31-24,1,1,Sun,8,7,104,14.86,3,87.5%,13.00
10,Anquan Boldin\BoldAn00,WR,33.339,2014-09-07,NFL,SFO,@,DAL,W 28-17,1,1,Sun,9,8,99,12.38,0,88.9%,11.00
11,Devin Hester\HestDe99,WR,31.307,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,6,5,99,19.80,0,83.3%,16.50
12,Brian Quick\QuicBr00,WR,25.094,2014-09-07,NFL,STL,,MIN,L 6-34,1,1,Sun,9,7,99,14.14,0,77.8%,11.00
13,Reggie Wayne\WaynRe00,WR,35.294,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,13,9,98,10.89,0,69.2%,7.54
14,Jeremy Maclin\MaclJe00,WR,26.119,2014-09-07,NFL,PHI,,JAX,W 34-17,1,1,Sun,10,4,97,24.25,1,40.0%,9.70
15,Markus Wheaton\WheaMa00,WR,23.212,2014-09-07,NFL,PIT,,CLE,W 30-27,1,1,Sun,7,6,97,16.17,0,85.7%,13.86
16,Julian Edelman\EdelJu00,WR,28.108,2014-09-07,NFL,NWE,@,MIA,L 20-33,1,1,Sun,8,6,95,15.83,0,75.0%,11.88
17,Andre Johnson\JohnAn02,WR,33.058,2014-09-07,NFL,HOU,,WAS,W 17-6,1,1,Sun,9,6,93,15.50,0,66.7%,10.33
18,Golden Tate\TateGo00,WR,26.037,2014-09-08,NFL,DET,,NYG,W 35-14,1,1,Mon,6,6,93,15.50,0,100.0%,15.50
19,Kelvin Benjamin\BenjKe00,WR,23.214,2014-09-07,NFL,CAR,@,TAM,W 20-14,1,1,Sun,8,6,92,15.33,1,75.0%,11.50
20,DeAndre Hopkins\HopkDe00,WR,22.093,2014-09-07,NFL,HOU,,WAS,W 17-6,1,1,Sun,5,4,89,22.25,1,80.0%,17.80
21,Le'Veon Bell\BellLe00,RB,22.201,2014-09-07,NFL,PIT,,CLE,W 30-27,1,1,Sun,7,6,88,14.67,0,85.7%,12.57
22,Matt Forte\FortMa00,RB,28.271,2014-09-07,NFL,CHI,,BUF,L 20-23,1,1,Sun,9,8,87,10.88,0,88.9%,9.67
23,Andrew Hawkins\HawkAn00,WR,28.181,2014-09-07,NFL,CLE,@,PIT,L 27-30,1,1,Sun,10,8,87,10.88,0,80.0%,8.70
24,Niles Paul\PaulNi00,TE,25.029,2014-09-07,NFL,WAS,@,HOU,L 6-17,1,1,Sun,4,4,86,21.50,0,100.0%,21.50
25,Donnie Avery\AverDo00,WR,30.087,2014-09-07,NFL,KAN,,TEN,L 10-26,1,1,Sun,13,7,84,12.00,0,53.8%,6.46
26,Jordy Nelson\NelsJo00,WR,29.096,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,14,9,83,9.22,0,64.3%,5.93
27,Greg Olsen\OlseGr00,TE,29.180,2014-09-07,NFL,CAR,@,TAM,W 20-14,1,1,Sun,11,8,83,10.38,1,72.7%,7.55
28,Dennis Pitta\PittDe00,TE,29.070,2014-09-07,NFL,BAL,,CIN,L 16-23,1,1,Sun,14,10,83,8.30,0,71.4%,5.93
29,Jimmy Graham\GrahJi00,TE,27.287,2014-09-07,NFL,NOR,@,ATL,L 34-37,1,1,Sun,10,8,82,10.25,0,80.0%,8.20
30,Antonio Gates\GateAn00,TE,34.082,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,10,6,81,13.50,0,60.0%,8.10
31,Mike Wallace\WallMi00,WR,28.037,2014-09-07,NFL,MIA,,NWE,W 33-20,1,1,Sun,11,7,81,11.57,1,63.6%,7.36
32,Robert Woods\WoodRo02,WR,22.150,2014-09-07,NFL,BUF,@,CHI,W 23-20,1,1,Sun,6,4,78,19.50,0,66.7%,13.00
33,Brandin Cooks\CookBr00,WR,20.347,2014-09-07,NFL,NOR,@,ATL,L 34-37,1,1,Sun,8,7,77,11.00,1,87.5%,9.63
34,Zach Ertz\ErtzZa00,TE,23.301,2014-09-07,NFL,PHI,,JAX,W 34-17,1,1,Sun,5,3,77,25.67,1,60.0%,15.40
35,Pierre Garcon\GarcPi00,WR,28.030,2014-09-07,NFL,WAS,@,HOU,L 6-17,1,1,Sun,12,10,77,7.70,0,83.3%,6.42
36,Emmanuel Sanders\SandEm00,WR,27.174,2014-09-07,NFL,DEN,,IND,W 31-24,1,1,Sun,9,6,77,12.83,0,66.7%,8.56
37,Eric Decker\DeckEr00,WR,27.176,2014-09-07,NFL,NYJ,,OAK,W 19-14,1,1,Sun,7,5,74,14.80,0,71.4%,10.57
38,Roddy White\WhitRo00,WR,32.309,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,7,5,72,14.40,1,71.4%,10.29
39,Alshon Jeffery\JeffAl00,WR,24.205,2014-09-07,NFL,CHI,,BUF,L 20-23,1,1,Sun,6,5,71,14.20,0,83.3%,11.83
40,Brandon Marshall\MarsBr00,WR,30.168,2014-09-07,NFL,CHI,,BUF,L 20-23,1,1,Sun,12,8,71,8.88,1,66.7%,5.92
41,Martellus Bennett\BennMa00,TE,27.181,2014-09-07,NFL,CHI,,BUF,L 20-23,1,1,Sun,10,8,70,8.75,1,80.0%,7.00
42,Ahmad Bradshaw\BradAh00,RB,28.172,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,6,5,70,14.00,0,83.3%,11.67
43,Harry Douglas\DougHa00,WR,29.356,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,7,6,69,11.50,0,85.7%,9.86
44,Dwayne Allen\AlleDw00,FB,24.195,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,5,4,64,16.00,1,80.0%,12.80
45,Justin Hunter\HuntJu00,WR,23.110,2014-09-07,NFL,TEN,@,KAN,W 26-10,1,1,Sun,8,3,63,21.00,0,37.5%,7.88
46,Giovani Bernard\BernGi00,RB,22.289,2014-09-07,NFL,CIN,@,BAL,W 23-16,1,1,Sun,10,6,62,10.33,0,60.0%,6.20
47,DeSean Jackson\JackDe00,WR,27.280,2014-09-07,NFL,WAS,@,HOU,L 6-17,1,1,Sun,9,8,62,7.75,0,88.9%,6.89
48,Marqise Lee\LeexMa00,WR,22.286,2014-09-07,NFL,JAX,@,PHI,L 17-34,1,1,Sun,10,6,62,10.33,0,60.0%,6.20
49,Percy Harvin\HarvPe00,WR,26.099,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,7,7,59,8.43,0,100.0%,8.43
50,Nate Washington\WashNa00,WR,31.010,2014-09-07,NFL,TEN,@,KAN,W 26-10,1,1,Sun,6,4,59,14.75,0,66.7%,9.83
51,Randall Cobb\CobbRa00,WR,24.013,2014-09-04,NFL,GNB,@,SEA,L 16-36,1,1,Thu,9,6,58,9.67,1,66.7%,6.44
52,Greg Jennings\JennGr00,WR,30.351,2014-09-07,NFL,MIN,@,STL,W 34-6,1,1,Sun,7,6,58,9.67,1,85.7%,8.29
53,Pierre Thomas\ThomPi00,RB,29.263,2014-09-07,NFL,NOR,@,ATL,L 34-37,1,1,Sun,7,6,58,9.67,0,85.7%,8.29
54,Jared Cook\CookJa02,TE,27.153,2014-09-07,NFL,STL,,MIN,L 6-34,1,1,Sun,8,4,56,14.00,0,50.0%,7.00
55,Larry Donnell\DonnLa00,TE,25.311,2014-09-08,NFL,NYG,@,DET,L 14-35,1,1,Mon,8,5,56,11.20,1,62.5%,7.00
56,Dwayne Harris\HarrDw00,WR,26.356,2014-09-07,NFL,DAL,,SFO,L 17-28,1,1,Sun,2,1,56,56.00,0,50.0%,28.00
57,Dez Bryant\BryaDe01,WR,25.307,2014-09-07,NFL,DAL,,SFO,L 17-28,1,1,Sun,6,4,55,13.75,0,66.7%,9.17
58,Antone Smith\SmitAn01,RB,28.355,2014-09-07,NFL,ATL,,NOR,W 37-34,1,1,Sun,1,1,54,54.00,1,100.0%,54.00
59,Jeff Cumberland\CumbJe00,TE,27.128,2014-09-07,NFL,NYJ,,OAK,W 19-14,1,1,Sun,5,4,50,12.50,0,80.0%,10.00
60,Malcom Floyd\FloyMa00,WR,33.000,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,6,4,50,12.50,1,66.7%,8.33
61,Rashad Jennings\JennRa00,RB,29.166,2014-09-08,NFL,NYG,@,DET,L 14-35,1,1,Mon,5,4,50,12.50,0,80.0%,10.00
62,Torrey Smith\SmitTo02,WR,25.224,2014-09-07,NFL,BAL,,CIN,L 16-23,1,1,Sun,7,3,50,16.67,0,42.9%,7.14
63,Terrance Williams\WillTe01,WR,24.364,2014-09-07,NFL,DAL,,SFO,L 17-28,1,1,Sun,7,4,50,12.50,1,57.1%,7.14
64,Reggie Bush\BushRe00,RB,29.190,2014-09-08,NFL,DET,,NYG,W 35-14,1,1,Mon,6,6,49,8.17,0,100.0%,8.17
65,Travis Kelce\KelcTr00,TE,24.337,2014-09-07,NFL,KAN,,TEN,L 10-26,1,1,Sun,5,3,49,16.33,0,60.0%,9.80
66,Demaryius Thomas\ThomDe03,WR,26.256,2014-09-07,NFL,DEN,,IND,W 31-24,1,1,Sun,11,4,48,12.00,0,36.4%,4.36
67,Jordan Cameron\CameJo00,TE,26.031,2014-09-07,NFL,CLE,@,PIT,L 27-30,1,1,Sun,5,2,47,23.50,0,40.0%,9.40
68,Rod Streater\StreRo00,WR,26.210,2014-09-07,NFL,OAK,@,NYJ,L 14-19,1,1,Sun,7,5,46,9.20,1,71.4%,6.57
69,Kendall Wright\WrigKe01,WR,24.299,2014-09-07,NFL,TEN,@,KAN,W 26-10,1,1,Sun,7,6,46,7.67,1,85.7%,6.57
70,Vernon Davis\DaviVe00,TE,30.219,2014-09-07,NFL,SFO,@,DAL,W 28-17,1,1,Sun,6,4,44,11.00,2,66.7%,7.33
71,Cole Beasley\BeasCo00,WR,25.134,2014-09-07,NFL,DAL,,SFO,L 17-28,1,1,Sun,5,4,42,10.50,0,80.0%,8.40
72,Zach Miller\MillZa01,TE,28.267,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,4,3,42,14.00,0,75.0%,10.50
73,T.Y. Hilton\HiltT.00,WR,24.297,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,11,5,41,8.20,0,45.5%,3.73
74,LeSean McCoy\McCoLe01,RB,26.057,2014-09-07,NFL,PHI,,JAX,W 34-17,1,1,Sun,6,6,41,6.83,0,100.0%,6.83
75,Brandon Myers\MyerBr00,TE,29.003,2014-09-07,NFL,TAM,,CAR,L 14-20,1,1,Sun,8,6,41,6.83,0,75.0%,5.13
76,Rob Gronkowski\GronRo00,TE,25.116,2014-09-07,NFL,NWE,@,MIA,L 20-33,1,1,Sun,11,4,40,10.00,1,36.4%,3.64
77,Justin Brown\BrowJu00,WR,23.181,2014-09-07,NFL,PIT,,CLE,W 30-27,1,1,Sun,4,3,38,12.67,0,75.0%,9.50
78,Jeremy Kerley\KerlJe00,WR,25.303,2014-09-07,NFL,NYJ,,OAK,W 19-14,1,1,Sun,5,5,38,7.60,0,100.0%,7.60
79,Ricardo Lockette\LockRi00,WR,28.106,2014-09-04,NFL,SEA,,GNB,W 36-16,1,1,Thu,3,2,38,19.00,1,66.7%,12.67
80,Keenan Allen\AlleKe00,WR,22.134,2014-09-08,NFL,SDG,@,ARI,L 17-18,1,1,Mon,9,5,37,7.40,0,55.6%,4.11
81,Tyler Eifert\EifeTy00,TE,23.364,2014-09-07,NFL,CIN,@,BAL,W 23-16,1,1,Sun,3,3,37,12.33,0,100.0%,12.33
82,Mike Evans\EvanMi00,WR,21.017,2014-09-07,NFL,TAM,,CAR,L 14-20,1,1,Sun,9,5,37,7.40,0,55.6%,4.11
83,Jordan Matthews\MattJo00,WR,22.053,2014-09-07,NFL,PHI,,JAX,W 34-17,1,1,Sun,4,2,37,18.50,0,50.0%,9.25
84,Kenbrell Thompkins\ThomKe02,WR,26.040,2014-09-07,NFL,NWE,@,MIA,L 20-33,1,1,Sun,10,5,37,7.40,0,50.0%,3.70
85,Delanie Walker\WalkHu00,TE,30.026,2014-09-07,NFL,TEN,@,KAN,W 26-10,1,1,Sun,4,3,37,12.33,1,75.0%,9.25
86,Mike Brown\BrowMi00,WR,25.210,2014-09-07,NFL,JAX,@,PHI,L 17-34,1,1,Sun,5,3,36,12.00,0,60.0%,7.20
87,Vincent Jackson\JackVi00,WR,31.236,2014-09-07,NFL,TAM,,CAR,L 14-20,1,1,Sun,9,4,36,9.00,0,44.4%,4.00
88,Hakeem Nicks\NickHa01,WR,26.236,2014-09-07,NFL,IND,@,DEN,L 24-31,1,1,Sun,5,5,36,7.20,1,100.0%,7.20
89,Mohamed Sanu\SanuMo00,WR,25.016,2014-09-07,NFL,CIN,@,BAL,W 23-16,1,1,Sun,5,4,36,9.00,0,80.0%,7.20
