Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Odell Beckham\BeckOd00,WR,23.346,2016-10-16,NFL,NYG,,BAL,W 27-23,6,6,Sun,10,8,222,27.75,2,80.0%,22.20
2,Brandin Cooks\CookBr00,WR,23.021,2016-10-16,NFL,NOR,,CAR,W 41-38,5,6,Sun,9,7,173,24.71,1,77.8%,19.22
3,Golden Tate\TateGo00,WR,28.075,2016-10-16,NFL,DET,,LAR,W 31-28,6,6,Sun,10,8,165,20.63,1,80.0%,16.50
4,Rob Gronkowski\GronRo00,TE,27.155,2016-10-16,NFL,NWE,,CIN,W 35-17,6,6,Sun,9,7,162,23.14,1,77.8%,18.00
5,Julio Jones\JoneJu02,WR,27.256,2016-10-16,NFL,ATL,@,SEA,L 24-26,6,6,Sun,9,7,139,19.86,1,77.8%,15.44
6,Kenny Britt\BritKe00,WR,28.027,2016-10-16,NFL,LAR,@,DET,L 28-31,6,6,Sun,8,7,136,19.43,2,87.5%,17.00
7,Kendall Wright\WrigKe01,WR,26.339,2016-10-16,NFL,TEN,,CLE,W 28-26,6,6,Sun,9,8,133,16.63,1,88.9%,14.78
8,Amari Cooper\CoopAm00,WR,22.120,2016-10-16,NFL,OAK,,KAN,L 10-26,6,6,Sun,13,10,129,12.90,0,76.9%,9.92
9,Cameron Meredith\MereCa00,WR,24.025,2016-10-16,NFL,CHI,,JAX,L 16-17,6,6,Sun,15,11,113,10.27,0,73.3%,7.53
10,Ty Montgomery\MontTy01,WR,23.268,2016-10-16,NFL,GNB,,DAL,L 16-30,5,6,Sun,12,10,98,9.80,0,83.3%,8.17
11,Mike Wallace\WallMi00,WR,30.076,2016-10-16,NFL,BAL,@,NYG,L 23-27,6,6,Sun,9,4,97,24.25,0,44.4%,10.78
12,Greg Olsen\OlseGr00,TE,31.219,2016-10-16,NFL,CAR,@,NOR,L 38-41,6,6,Sun,7,6,94,15.67,0,85.7%,13.43
13,Alshon Jeffery\JeffAl00,WR,26.245,2016-10-16,NFL,CHI,,JAX,L 16-17,6,6,Sun,13,7,93,13.29,0,53.8%,7.15
14,Jarvis Landry\LandJa00,WR,23.323,2016-10-16,NFL,MIA,,PIT,W 30-15,6,6,Sun,9,7,91,13.00,0,77.8%,10.11
15,Jimmy Graham\GrahJi00,TE,29.327,2016-10-16,NFL,SEA,,ATL,W 26-24,5,6,Sun,9,6,89,14.83,0,66.7%,9.89
16,A.J. Green\GreeA.00,WR,28.077,2016-10-16,NFL,CIN,@,NWE,L 17-35,6,6,Sun,10,6,88,14.67,0,60.0%,8.80
17,Kelvin Benjamin\BenjKe00,WR,25.254,2016-10-16,NFL,CAR,@,NOR,L 38-41,6,6,Sun,14,8,86,10.75,0,57.1%,6.14
18,C.J. Fiedorowicz\FiedC.00,TE,24.360,2016-10-16,NFL,HOU,,IND,W 26-23,6,6,Sun,7,6,85,14.17,1,85.7%,12.14
19,Hunter Henry\HenrHu00,TE,21.311,2016-10-13,NFL,SDG,,DEN,W 21-13,6,6,Thu,8,6,83,13.83,1,75.0%,10.38
