Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Stefon Diggs\DiggSt00,WR,23.299,2017-09-24,NFL,MIN,,TAM,W 34-17,3,3,Sun,11,8,173,21.63,2,72.7%,15.73
2,T.Y. Hilton\HiltT.00,WR,27.314,2017-09-24,NFL,IND,,CLE,W 31-28,3,3,Sun,9,7,153,21.86,1,77.8%,17.00
3,Chris Thompson\ThomCh03,RB,26.339,2017-09-24,NFL,WAS,,OAK,W 27-10,3,3,Sun,7,6,150,25.00,1,85.7%,21.43
4,Larry Fitzgerald\FitzLa00,WR,34.025,2017-09-25,NFL,ARI,,DAL,L 17-28,3,3,Mon,15,13,149,11.46,1,86.7%,9.93
5,Pierre Garcon\GarcPi00,WR,31.044,2017-09-21,NFL,SFO,,LAR,L 39-41,3,3,Thu,10,7,142,20.29,0,70.0%,14.20
6,Sterling Shepard\ShepSt00,WR,24.226,2017-09-24,NFL,NYG,@,PHI,L 24-27,3,3,Sun,10,7,133,19.00,1,70.0%,13.30
7,Brandin Cooks\CookBr00,WR,23.364,2017-09-24,NFL,NWE,,HOU,W 36-33,3,3,Sun,7,5,131,26.20,2,71.4%,18.71
8,Geronimo Allison\AlliGe01,WR,23.249,2017-09-24,NFL,GNB,,CIN,W 27-24,3,3,Sun,8,6,122,20.33,0,75.0%,15.25
9,A.J. Green\GreeA.00,WR,29.055,2017-09-24,NFL,CIN,@,GNB,L 24-27,3,3,Sun,13,10,111,11.10,1,76.9%,8.54
10,Antonio Brown\BrowAn04,WR,29.076,2017-09-24,NFL,PIT,@,CHI,L 17-23,3,3,Sun,14,10,110,11.00,1,71.4%,7.86
11,Robert Woods\WoodRo02,WR,25.164,2017-09-21,NFL,LAR,@,SFO,W 41-39,3,3,Thu,7,6,108,18.00,0,85.7%,15.43
12,Sammy Watkins\WatkSa00,WR,24.099,2017-09-21,NFL,LAR,@,SFO,W 41-39,3,3,Thu,7,6,106,17.67,2,85.7%,15.14
13,Doug Baldwin\BaldDo00,WR,29.003,2017-09-24,NFL,SEA,@,TEN,L 27-33,3,3,Sun,15,10,105,10.50,1,66.7%,7.00
14,Travis Benjamin\BenjTr00,WR,27.269,2017-09-24,NFL,LAC,,KAN,L 10-24,3,3,Sun,8,5,105,21.00,0,62.5%,13.13
15,Christian McCaffrey\McCaCh01,RB,21.109,2017-09-24,NFL,CAR,,NOR,L 13-34,3,3,Sun,11,9,101,11.22,0,81.8%,9.18
16,Adam Thielen\ThieAd00,WR,27.033,2017-09-24,NFL,MIN,,TAM,W 34-17,3,3,Sun,8,5,98,19.60,0,62.5%,12.25
17,Demaryius Thomas\ThomDe03,WR,29.273,2017-09-24,NFL,DEN,@,BUF,L 16-26,3,3,Sun,9,6,98,16.33,0,66.7%,10.89
18,Robby Anderson\AndeRo04,WR,24.138,2017-09-24,NFL,NYJ,,MIA,W 20-6,3,3,Sun,6,3,95,31.67,1,50.0%,15.83
19,Julio Jones\JoneJu02,WR,28.233,2017-09-24,NFL,ATL,@,DET,W 30-26,3,3,Sun,12,7,91,13.00,0,58.3%,7.58
20,Brice Butler\ButlBr00,WR,27.239,2017-09-25,NFL,DAL,@,ARI,W 28-17,3,3,Mon,2,2,90,45.00,1,100.0%,45.00
21,Rob Gronkowski\GronRo00,TE,28.133,2017-09-24,NFL,NWE,,HOU,W 36-33,3,3,Sun,10,8,89,11.13,1,80.0%,8.90
22,Rishard Matthews\MattRi00,WR,27.347,2017-09-24,NFL,TEN,,SEA,W 33-27,3,3,Sun,10,6,87,14.50,1,60.0%,8.70
23,Michael Thomas\ThomMi05,WR,24.205,2017-09-24,NFL,NOR,@,CAR,W 34-13,3,3,Sun,8,7,87,12.43,1,87.5%,10.88
24,DeSean Jackson\JackDe00,WR,30.297,2017-09-24,NFL,TAM,@,MIN,L 17-34,2,3,Sun,7,4,84,21.00,1,57.1%,12.00
25,Duke Johnson\JohnDu00,RB,24.001,2017-09-24,NFL,CLE,@,IND,L 28-31,3,3,Sun,7,6,81,13.50,0,85.7%,11.57
26,Odell Beckham\BeckOd00,WR,24.323,2017-09-24,NFL,NYG,@,PHI,L 24-27,3,3,Sun,13,9,79,8.78,2,69.2%,6.08
27,Taylor Gabriel\GabrTa00,WR,26.219,2017-09-24,NFL,ATL,@,DET,W 30-26,3,3,Sun,6,5,79,15.80,1,83.3%,13.17
28,Tyreek Hill\HillTy00,WR,23.207,2017-09-24,NFL,KAN,@,LAC,W 24-10,3,3,Sun,8,5,77,15.40,1,62.5%,9.63
29,DeAndre Hopkins\HopkDe00,WR,25.110,2017-09-24,NFL,HOU,@,NWE,L 33-36,3,3,Sun,8,7,76,10.86,0,87.5%,9.50
30,DeVante Parker\ParkDe01,WR,24.247,2017-09-24,NFL,MIA,@,NYJ,L 6-20,2,3,Sun,10,8,76,9.50,1,80.0%,7.60
31,Emmanuel Sanders\SandEm00,WR,30.191,2017-09-24,NFL,DEN,@,BUF,L 16-26,3,3,Sun,15,7,75,10.71,0,46.7%,5.00
32,Dalvin Cook\CookDa01,HB,22.045,2017-09-24,NFL,MIN,,TAM,W 34-17,3,3,Sun,5,5,72,14.40,0,100.0%,14.40
33,Jimmy Graham\GrahJi00,TE,30.304,2017-09-24,NFL,SEA,@,TEN,L 27-33,3,3,Sun,11,7,72,10.29,0,63.6%,6.55
34,Chris Hogan\HogaCh00,WR,28.335,2017-09-24,NFL,NWE,,HOU,W 36-33,3,3,Sun,6,4,68,17.00,2,66.7%,11.33
35,Adam Humphries\HumpAd00,WR,24.092,2017-09-24,NFL,TAM,@,MIN,L 17-34,2,3,Sun,10,6,68,11.33,0,60.0%,6.80
36,Mike Evans\EvanMi00,WR,24.034,2017-09-24,NFL,TAM,@,MIN,L 17-34,2,3,Sun,12,7,67,9.57,0,58.3%,5.58
37,Brandon Marshall\MarsBr00,WR,33.185,2017-09-24,NFL,NYG,@,PHI,L 24-27,3,3,Sun,11,8,66,8.25,0,72.7%,6.00
38,D'Onta Foreman\ForeDO00,RB,21.153,2017-09-24,NFL,HOU,@,NWE,L 33-36,3,3,Sun,3,2,65,32.50,0,66.7%,21.67
39,Marqise Lee\LeexMa00,WR,25.303,2017-09-24,NFL,JAX,,BAL,W 44-7,3,3,Sun,7,4,65,16.25,0,57.1%,9.29
40,C.J. Prosise\ProsC.00,RB,23.127,2017-09-24,NFL,SEA,@,TEN,L 27-33,3,3,Sun,5,3,65,21.67,0,60.0%,13.00
