Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Sterling Shepard\ShepSt00,WR,25.254,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,8,5,167,33.40,0,62.5%,20.88
2,Odell Beckham\BeckOd00,WR,25.351,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,11,8,143,17.88,1,72.7%,13.00
3,Zach Ertz\ErtzZa00,TE,27.345,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,11,9,138,15.33,0,81.8%,12.55
4,John Brown\BrowJo02,WR,28.201,2018-10-21,NFL,BAL,,NOR,L 23-24,7,7,Sun,7,7,134,19.14,1,100.0%,19.14
5,Trey Burton\BurtTr01,TE,26.357,2018-10-21,NFL,CHI,,NWE,L 31-38,6,7,Sun,11,9,126,14.00,1,81.8%,11.45
6,Tyrell Williams\WillTy00,WR,26.251,2018-10-21,NFL,LAC,,TEN,W 20-19,7,7,Sun,4,4,118,29.50,1,100.0%,29.50
7,A.J. Green\GreeA.00,WR,30.082,2018-10-21,NFL,CIN,@,KAN,L 10-45,7,7,Sun,14,7,117,16.71,0,50.0%,8.36
8,Adam Thielen\ThieAd00,WR,28.060,2018-10-21,NFL,MIN,@,NYJ,W 37-17,7,7,Sun,10,9,110,12.22,1,90.0%,11.00
9,Mike Evans\EvanMi00,WR,25.061,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,11,7,107,15.29,0,63.6%,9.73
10,Julio Jones\JoneJu02,WR,29.261,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,12,9,104,11.56,0,75.0%,8.67
11,Emmanuel Sanders\SandEm00,WR,31.215,2018-10-18,NFL,DEN,@,ARI,W 45-10,7,7,Thu,7,6,102,17.00,1,85.7%,14.57
12,Tajae Sharpe\SharTa00,WR,23.302,2018-10-21,NFL,TEN,@,LAC,L 19-20,7,7,Sun,9,7,101,14.43,0,77.8%,11.22
13,Josh Gordon\GordJo02,RB,27.191,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,7,4,100,25.00,0,57.1%,14.29
14,George Kittle\KittGe00,TE,25.012,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,8,5,98,19.60,1,62.5%,12.25
15,Jarvis Landry\LandJa00,WR,25.327,2018-10-21,NFL,CLE,@,TAM,L 23-26,7,7,Sun,15,10,97,9.70,1,66.7%,6.47
16,Travis Kelce\KelcTr00,TE,29.016,2018-10-21,NFL,KAN,,CIN,W 45-10,7,7,Sun,5,5,95,19.00,0,100.0%,19.00
17,Alshon Jeffery\JeffAl00,WR,28.249,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,10,7,88,12.57,1,70.0%,8.80
18,Danny Amendola\AmenDa00,WR,32.353,2018-10-21,NFL,MIA,,DET,L 21-32,7,7,Sun,7,6,84,14.00,1,85.7%,12.00
19,Michael Gallup\GallMi00,WR,22.200,2018-10-21,NFL,DAL,@,WAS,L 17-20,7,7,Sun,5,3,81,27.00,1,60.0%,16.20
20,Robert Woods\WoodRo02,WR,26.194,2018-10-21,NFL,LAR,@,SFO,W 39-10,7,7,Sun,7,5,78,15.60,0,71.4%,11.14
21,Donte Moncrief\MoncDo00,WR,25.076,2018-10-21,NFL,JAX,,HOU,L 7-20,7,7,Sun,10,7,76,10.86,0,70.0%,7.60
22,Allen Hurns\HurnAl01,WR,26.343,2018-10-21,NFL,DAL,@,WAS,L 17-20,7,7,Sun,6,5,74,14.80,0,83.3%,12.33
23,Sammy Watkins\WatkSa00,WR,25.129,2018-10-21,NFL,KAN,,CIN,W 45-10,7,7,Sun,7,4,74,18.50,0,57.1%,10.57
24,Keenan Allen\AlleKe00,WR,26.177,2018-10-21,NFL,LAC,,TEN,W 20-19,7,7,Sun,5,5,72,14.40,0,100.0%,14.40
25,Kelvin Benjamin\BenjKe00,WR,27.258,2018-10-21,NFL,BUF,@,IND,L 5-37,7,7,Sun,5,4,71,17.75,0,80.0%,14.20
26,Trenton Cannon\CannTr00,RB,24.090,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,5,4,69,17.25,0,80.0%,13.80
27,Tarik Cohen\CoheTa00,RB,23.087,2018-10-21,NFL,CHI,,NWE,L 31-38,6,7,Sun,13,8,69,8.63,1,61.5%,5.31
28,Michael Thomas\ThomMi05,WR,25.232,2018-10-21,NFL,NOR,@,BAL,W 24-23,6,7,Sun,9,7,69,9.86,1,77.8%,7.67
29,Will Fuller\FullWi01,WR,24.188,2018-10-21,NFL,HOU,@,JAX,W 20-7,7,7,Sun,8,6,68,11.33,0,75.0%,8.50
30,Tyreek Hill\HillTy00,WR,24.234,2018-10-21,NFL,KAN,,CIN,W 45-10,7,7,Sun,10,7,68,9.71,1,70.0%,6.80
31,O.J. Howard\HowaO.00,TE,23.336,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,9,5,67,13.40,0,55.6%,7.44
32,Michael Crabtree\CrabMi00,WR,31.037,2018-10-21,NFL,BAL,,NOR,L 23-24,7,7,Sun,9,5,66,13.20,0,55.6%,7.33
33,Brandin Cooks\CookBr00,WR,25.026,2018-10-21,NFL,LAR,@,SFO,W 39-10,7,7,Sun,5,4,64,16.00,1,80.0%,12.80
34,Dion Lewis\LewiDi00,RB,28.024,2018-10-21,NFL,TEN,@,LAC,L 19-20,7,7,Sun,6,6,64,10.67,0,100.0%,10.67
35,Kevin White\WhitKe00,WR,26.118,2018-10-21,NFL,CHI,,NWE,L 31-38,6,7,Sun,2,2,64,32.00,0,100.0%,32.00
36,Marvin Hall\HallMa02,WR,25.195,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,3,3,63,21.00,1,100.0%,21.00
37,Chris Hogan\HogaCh00,WR,29.362,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,7,6,63,10.50,0,85.7%,9.00
38,Devin Funchess\FuncDe00,WR,24.153,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,11,6,62,10.33,1,54.5%,5.64
39,Torrey Smith\SmitTo02,WR,29.268,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,6,4,61,15.25,0,66.7%,10.17
40,Chris Godwin\GodwCh00,WR,22.236,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,6,5,59,11.80,0,83.3%,9.83
41,Christian Kirk\KirkCh01,WR,21.334,2018-10-18,NFL,ARI,,DEN,L 10-45,7,7,Thu,6,3,57,19.00,0,50.0%,9.50
42,James White\WhitJa02,RB,26.260,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,10,8,57,7.13,2,80.0%,5.70
43,Cole Beasley\BeasCo00,WR,29.178,2018-10-21,NFL,DAL,@,WAS,L 17-20,7,7,Sun,8,7,56,8.00,0,87.5%,7.00
44,Kareem Hunt\HuntKa00,RB,23.076,2018-10-21,NFL,KAN,,CIN,W 45-10,7,7,Sun,6,5,55,11.00,2,83.3%,9.17
45,Mike Williams\WillMi07,WR,24.017,2018-10-21,NFL,LAC,,TEN,W 20-19,7,7,Sun,3,1,55,55.00,1,33.3%,18.33
46,David Njoku\NjokDa00,TE,22.103,2018-10-21,NFL,CLE,@,TAM,L 23-26,7,7,Sun,6,4,52,13.00,1,66.7%,8.67
47,Saquon Barkley\BarkSa00,RB,21.255,2018-10-22,NFL,NYG,@,ATL,L 20-23,7,7,Mon,10,9,51,5.67,0,90.0%,5.10
48,Christian McCaffrey\McCaCh01,RB,22.136,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,6,6,51,8.50,0,100.0%,8.50
49,DeAndre Hopkins\HopkDe00,WR,26.137,2018-10-21,NFL,HOU,@,JAX,W 20-7,7,7,Sun,8,3,50,16.67,1,37.5%,6.25
50,Austin Hooper\HoopAu00,TE,23.352,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,4,3,48,16.00,0,75.0%,12.00
51,Michael Roberts\RobeMi01,TE,24.167,2018-10-21,NFL,DET,@,MIA,W 32-21,6,7,Sun,3,3,48,16.00,2,100.0%,16.00
52,Robby Anderson\AndeRo04,WR,25.165,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,10,3,44,14.67,0,30.0%,4.40
53,Mike Gesicki\GesiMi00,TE,23.018,2018-10-21,NFL,MIA,,DET,L 21-32,7,7,Sun,3,3,44,14.67,0,100.0%,14.67
54,Tre'Quan Smith\SmitTr03,WR,22.287,2018-10-21,NFL,NOR,@,BAL,W 24-23,6,7,Sun,6,3,44,14.67,0,50.0%,7.33
55,Kapri Bibbs\BibbKa00,RB,25.284,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,5,4,43,10.75,1,80.0%,8.60
56,Dallas Goedert\GoedDa00,TE,23.291,2018-10-21,NFL,PHI,,CAR,L 17-21,7,7,Sun,5,4,43,10.75,1,80.0%,8.60
57,Jordan Reed\ReedJo02,WR,28.110,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,4,2,43,21.50,0,50.0%,10.75
58,Calvin Ridley\RidlCa00,WR,23.306,2018-10-22,NFL,ATL,,NYG,W 23-20,7,7,Mon,6,5,43,8.60,0,83.3%,7.17
59,Ben Watson\WatsBe00,TE,37.307,2018-10-21,NFL,NOR,@,BAL,W 24-23,6,7,Sun,6,6,43,7.17,1,100.0%,7.17
60,Josh Doctson\DoctJo00,WR,25.322,2018-10-21,NFL,WAS,,DAL,W 20-17,6,7,Sun,6,3,42,14.00,0,50.0%,7.00
61,Chris Herndon\HernCh00,TE,22.240,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,7,4,42,10.50,1,57.1%,6.00
62,Demaryius Thomas\ThomDe03,WR,30.297,2018-10-18,NFL,DEN,@,ARI,W 45-10,7,7,Thu,6,5,42,8.40,0,83.3%,7.00
63,Larry Fitzgerald\FitzLa00,WR,35.048,2018-10-18,NFL,ARI,,DEN,L 10-45,7,7,Thu,8,4,40,10.00,1,50.0%,5.00
64,Chester Rogers\RogeCh02,WR,24.282,2018-10-21,NFL,IND,,BUF,W 37-5,7,7,Sun,4,4,40,10.00,0,100.0%,10.00
65,T.J. Yeldon\YeldT.00,RB,25.019,2018-10-21,NFL,JAX,,HOU,L 7-20,7,7,Sun,7,5,40,8.00,1,71.4%,5.71
66,Kenny Golladay\GollKe00,WR,24.352,2018-10-21,NFL,DET,@,MIA,W 32-21,6,7,Sun,2,2,37,18.50,0,100.0%,18.50
67,Adam Humphries\HumpAd00,WR,25.119,2018-10-21,NFL,TAM,,CLE,W 26-23,6,7,Sun,9,4,37,9.25,0,44.4%,4.11
68,Jarius Wright\WrigJa02,WR,28.330,2018-10-21,NFL,CAR,@,PHI,W 21-17,6,7,Sun,2,2,37,18.50,0,100.0%,18.50
69,Julian Edelman\EdelJu00,WR,32.152,2018-10-21,NFL,NWE,@,CHI,W 38-31,7,7,Sun,8,5,36,7.20,1,62.5%,4.50
