Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,DeAndre Hopkins\HopkDe00,WR,26.123,2018-10-07,NFL,HOU,,DAL,W 19-16,5,5,Sun,13,9,151,16.78,0,69.2%,11.62
2,Davante Adams\AdamDa01,WR,25.287,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,12,9,140,15.56,1,75.0%,11.67
3,Odell Beckham\BeckOd00,WR,25.336,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,14,8,131,16.38,1,57.1%,9.36
4,Robby Anderson\AndeRo04,WR,25.151,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,5,3,123,41.00,2,60.0%,24.60
5,Adam Thielen\ThieAd00,WR,28.046,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,10,7,116,16.57,1,70.0%,11.60
6,A.J. Green\GreeA.00,WR,30.068,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,10,6,112,18.67,0,60.0%,11.20
7,Tre'Quan Smith\SmitTr03,WR,22.274,2018-10-08,NFL,NOR,,WAS,W 43-19,5,5,Mon,3,3,111,37.00,2,100.0%,37.00
8,Zach Ertz\ErtzZa00,TE,27.331,2018-10-07,NFL,PHI,,MIN,L 21-23,5,5,Sun,11,10,110,11.00,1,90.9%,10.00
9,Eric Ebron\EbroEr00,TE,25.177,2018-10-04,NFL,IND,@,NWE,L 24-38,5,5,Thu,15,9,105,11.67,2,60.0%,7.00
10,Demaryius Thomas\ThomDe03,WR,30.286,2018-10-07,NFL,DEN,@,NYJ,L 16-34,5,5,Sun,6,5,105,21.00,1,83.3%,17.50
11,Antonio Brown\BrowAn04,WR,30.089,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,13,6,101,16.83,2,46.2%,7.77
12,Travis Kelce\KelcTr00,TE,29.002,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,8,5,100,20.00,0,62.5%,12.50
13,Kenny Golladay\GollKe00,WR,24.338,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,9,4,98,24.50,1,44.4%,10.89
14,Tyler Lockett\LockTy00,WR,26.009,2018-10-07,NFL,SEA,,LAR,L 31-33,5,5,Sun,4,3,98,32.67,1,75.0%,24.50
15,Robert Woods\WoodRo02,WR,26.180,2018-10-07,NFL,LAR,@,SEA,W 33-31,5,5,Sun,7,5,92,18.40,0,71.4%,13.14
16,Martavis Bryant\BryaMa00,WR,26.291,2018-10-07,NFL,OAK,@,LAC,L 10-26,5,5,Sun,3,3,91,30.33,0,100.0%,30.33
17,Stefon Diggs\DiggSt00,WR,24.312,2018-10-07,NFL,MIN,@,PHI,W 23-21,5,5,Sun,11,10,91,9.10,0,90.9%,8.27
18,Keenan Allen\AlleKe00,WR,26.163,2018-10-07,NFL,LAC,,OAK,W 26-10,5,5,Sun,9,8,90,11.25,0,88.9%,10.00
19,Cooper Kupp\KuppCo00,WR,25.114,2018-10-07,NFL,LAR,@,SEA,W 33-31,5,5,Sun,9,6,90,15.00,1,66.7%,10.00
20,Equanimeous St. Brown\St.BEq00,WR,22.007,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,5,3,89,29.67,0,60.0%,17.80
21,Christian Kirk\KirkCh01,WR,21.323,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,4,3,85,28.33,1,75.0%,21.25
22,George Kittle\KittGe00,TE,24.363,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,7,5,83,16.60,0,71.4%,11.86
23,Saquon Barkley\BarkSa00,RB,21.240,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,4,4,81,20.25,2,100.0%,20.25
24,Sammy Watkins\WatkSa00,WR,25.115,2018-10-07,NFL,KAN,,JAX,W 30-14,5,5,Sun,8,6,78,13.00,0,75.0%,9.75
25,Austin Hooper\HoopAu00,TE,23.337,2018-10-07,NFL,ATL,@,PIT,L 17-41,5,5,Sun,12,9,77,8.56,0,75.0%,6.42
26,James White\WhitJa02,RB,26.243,2018-10-04,NFL,NWE,,IND,W 38-24,5,5,Thu,14,10,77,7.70,1,71.4%,5.50
27,Jimmy Graham\GrahJi00,TE,31.317,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,10,6,76,12.67,0,60.0%,7.60
28,Donte Moncrief\MoncDo00,WR,25.062,2018-10-07,NFL,JAX,@,KAN,L 14-30,5,5,Sun,14,6,76,12.67,0,42.9%,5.43
