Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Antonio Brown\BrowAn04,WR,29.153,2017-12-10,NFL,PIT,,BAL,W 39-38,13,14,Sun,18,11,213,19.36,0,61.1%,11.83
2,DeAndre Hopkins\HopkDe00,WR,25.187,2017-12-10,NFL,HOU,,SFO,L 16-26,13,14,Sun,16,11,149,13.55,2,68.8%,9.31
3,Tyrell Williams\WillTy00,WR,25.301,2017-12-10,NFL,LAC,,WAS,W 30-13,13,14,Sun,4,4,132,33.00,1,100.0%,33.00
4,Cooper Kupp\KuppCo00,WR,24.178,2017-12-10,NFL,LAR,,PHI,L 35-43,13,14,Sun,7,5,118,23.60,1,71.4%,16.86
5,Michael Thomas\ThomMi05,WR,24.279,2017-12-07,NFL,NOR,@,ATL,L 17-20,13,14,Thu,14,10,117,11.70,1,71.4%,8.36
6,Rod Smith\SmitRo06,RB,25.334,2017-12-10,NFL,DAL,@,NYG,W 30-10,13,14,Sun,5,5,113,22.60,1,100.0%,22.60
7,Keenan Allen\AlleKe00,WR,25.227,2017-12-10,NFL,LAC,,WAS,W 30-13,13,14,Sun,8,6,111,18.50,0,75.0%,13.88
8,Kendall Wright\WrigKe01,WR,28.028,2017-12-10,NFL,CHI,@,CIN,W 33-7,13,14,Sun,11,10,107,10.70,0,90.9%,9.73
9,Marquise Goodwin\GoodMa00,WR,27.021,2017-12-10,NFL,SFO,@,HOU,W 26-16,13,14,Sun,12,6,106,17.67,0,50.0%,8.83
10,Adam Thielen\ThieAd00,WR,27.110,2017-12-10,NFL,MIN,@,CAR,L 24-31,13,14,Sun,12,6,105,17.50,1,50.0%,8.75
11,Torrey Smith\SmitTo02,WR,28.318,2017-12-10,NFL,PHI,@,LAR,W 43-35,13,14,Sun,11,6,100,16.67,0,54.5%,9.09
12,Keelan Cole\ColeKe00,WR,24.234,2017-12-10,NFL,JAX,,SEA,W 30-24,13,14,Sun,3,3,99,33.00,1,100.0%,33.00
13,Julio Jones\JoneJu02,WR,28.307,2017-12-07,NFL,ATL,,NOR,W 20-17,13,14,Thu,11,5,98,19.60,0,45.5%,8.91
14,Jesse James\JameJe00,TE,23.189,2017-12-10,NFL,PIT,,BAL,W 39-38,13,14,Sun,12,10,97,9.70,0,83.3%,8.08
15,Eric Ebron\EbroEr00,TE,24.244,2017-12-10,NFL,DET,@,TAM,W 24-21,13,14,Sun,11,10,94,9.40,0,90.9%,8.55
16,Demaryius Thomas\ThomDe03,WR,29.350,2017-12-10,NFL,DEN,,NYJ,W 23-0,13,14,Sun,12,8,93,11.63,1,66.7%,7.75
17,Tyler Lockett\LockTy00,WR,25.073,2017-12-10,NFL,SEA,@,JAX,L 24-30,13,14,Sun,5,4,90,22.50,1,80.0%,18.00
18,Golden Tate\TateGo00,WR,29.130,2017-12-10,NFL,DET,@,TAM,W 24-21,13,14,Sun,9,8,85,10.63,1,88.9%,9.44
19,Davante Adams\AdamDa01,WR,24.351,2017-12-10,NFL,GNB,@,CLE,W 27-21,13,14,Sun,14,10,84,8.40,2,71.4%,6.00
20,Mohamed Sanu\SanuMo00,WR,28.107,2017-12-07,NFL,ATL,,NOR,W 20-17,13,14,Thu,8,6,83,13.83,1,75.0%,10.38
21,Dede Westbrook\WestDe00,WR,24.019,2017-12-10,NFL,JAX,,SEA,W 30-24,13,14,Sun,8,5,81,16.20,1,62.5%,10.13
22,Kenyan Drake\DrakKe00,RB,23.319,2017-12-11,NFL,MIA,,NWE,W 27-20,13,14,Mon,6,5,79,15.80,0,83.3%,13.17
23,Doug Baldwin\BaldDo00,WR,29.080,2017-12-10,NFL,SEA,@,JAX,L 24-30,13,14,Sun,6,3,78,26.00,1,50.0%,13.00
24,Le'Veon Bell\BellLe00,RB,25.295,2017-12-10,NFL,PIT,,BAL,W 39-38,13,14,Sun,10,9,77,8.56,1,90.0%,7.70
25,Danny Amendola\AmenDa00,WR,32.039,2017-12-11,NFL,NWE,@,MIA,L 20-27,13,14,Mon,9,6,76,12.67,0,66.7%,8.44
26,Jared Cook\CookJa02,TE,30.247,2017-12-10,NFL,OAK,@,KAN,L 15-26,13,14,Sun,6,5,75,15.00,1,83.3%,12.50
27,Tyreek Hill\HillTy00,WR,23.284,2017-12-10,NFL,KAN,,OAK,W 26-15,13,14,Sun,6,4,75,18.75,0,66.7%,12.50
28,Travis Kelce\KelcTr00,TE,28.066,2017-12-10,NFL,KAN,,OAK,W 26-15,13,14,Sun,13,7,74,10.57,0,53.8%,5.69
29,Dez Bryant\BryaDe01,WR,29.036,2017-12-10,NFL,DAL,@,NYG,W 30-10,13,14,Sun,5,3,73,24.33,1,60.0%,14.60
30,Paul Richardson\RichPa01,WR,25.241,2017-12-10,NFL,SEA,@,JAX,L 24-30,13,14,Sun,7,3,72,24.00,1,42.9%,10.29
31,Mike Wallace\WallMi00,WR,31.131,2017-12-10,NFL,BAL,@,PIT,L 38-39,13,14,Sun,5,3,72,24.00,0,60.0%,14.40
32,Albert Wilson\WilsAl02,WR,25.151,2017-12-10,NFL,KAN,,OAK,W 26-15,13,14,Sun,7,5,72,14.40,0,71.4%,10.29
33,Trey Burton\BurtTr01,TE,26.042,2017-12-10,NFL,PHI,@,LAR,W 43-35,13,14,Sun,6,5,71,14.20,2,83.3%,11.83
34,Josh Gordon\GordJo02,WR,26.241,2017-12-10,NFL,CLE,,GNB,L 21-27,13,14,Sun,6,3,69,23.00,1,50.0%,11.50
35,Jamaal Williams\WillJa06,RB,22.251,2017-12-10,NFL,GNB,@,CLE,W 27-21,13,14,Sun,7,7,69,9.86,1,100.0%,9.86
36,Giovani Bernard\BernGi00,HB,26.018,2017-12-10,NFL,CIN,,CHI,L 7-33,13,14,Sun,8,6,68,11.33,0,75.0%,8.50
37,Chris Godwin\GodwCh00,WR,21.286,2017-12-10,NFL,TAM,,DET,L 21-24,13,14,Sun,6,5,68,13.60,0,83.3%,11.33
38,Garrett Celek\CeleGa00,TE,29.195,2017-12-10,NFL,SFO,@,HOU,W 26-16,13,14,Sun,4,2,67,33.50,1,50.0%,16.75
39,Marqise Lee\LeexMa00,WR,26.015,2017-12-10,NFL,JAX,,SEA,W 30-24,13,14,Sun,6,5,65,13.00,0,83.3%,10.83
40,Nelson Agholor\AghoNe00,WR,24.200,2017-12-10,NFL,PHI,@,LAR,W 43-35,13,14,Sun,11,8,64,8.00,0,72.7%,5.82
41,Stefon Diggs\DiggSt00,WR,24.011,2017-12-10,NFL,MIN,@,CAR,L 24-31,13,14,Sun,10,6,64,10.67,0,60.0%,6.40
42,A.J. Green\GreeA.00,WR,29.132,2017-12-10,NFL,CIN,,CHI,L 7-33,13,14,Sun,12,5,64,12.80,0,41.7%,5.33
43,Marvin Jones\JoneMa02,WR,27.273,2017-12-10,NFL,DET,@,TAM,W 24-21,13,14,Sun,4,3,64,21.33,0,75.0%,16.00
44,Kyle Juszczyk\JuszKy00,FB,26.231,2017-12-10,NFL,SFO,@,HOU,W 26-16,13,14,Sun,4,3,64,21.33,0,75.0%,16.00
45,Theo Riddick\RiddTh00,RB,26.220,2017-12-10,NFL,DET,@,TAM,W 24-21,13,14,Sun,10,6,64,10.67,0,60.0%,6.40
46,Corey Coleman\ColeCo00,WR,23.157,2017-12-10,NFL,CLE,,GNB,L 21-27,13,14,Sun,6,5,62,12.40,1,83.3%,10.33
47,Michael Crabtree\CrabMi00,WR,30.087,2017-12-10,NFL,OAK,@,KAN,L 15-26,13,14,Sun,13,7,60,8.57,0,53.8%,4.62
48,Cole Beasley\BeasCo00,WR,28.228,2017-12-10,NFL,DAL,@,NYG,W 30-10,13,14,Sun,5,3,59,19.67,0,60.0%,11.80
49,Devin Funchess\FuncDe00,WR,23.203,2017-12-10,NFL,CAR,,MIN,W 31-24,13,14,Sun,7,3,59,19.67,1,42.9%,8.43
50,Eric Decker\DeckEr00,WR,30.270,2017-12-10,NFL,TEN,@,ARI,L 7-12,13,14,Sun,5,3,56,18.67,0,60.0%,11.20
51,Evan Engram\EngrEv00,TE,23.099,2017-12-10,NFL,NYG,,DAL,L 10-30,13,14,Sun,7,4,54,13.50,0,57.1%,7.71
52,O.J. Howard\HowaO.00,TE,23.021,2017-12-10,NFL,TAM,,DET,L 21-24,13,14,Sun,6,4,54,13.50,1,66.7%,9.00
53,Josh Bellamy\BellJo02,WR,28.206,2017-12-10,NFL,CHI,@,CIN,W 33-7,13,14,Sun,4,2,52,26.00,0,50.0%,13.00
54,Alshon Jeffery\JeffAl00,WR,27.299,2017-12-10,NFL,PHI,@,LAR,W 43-35,13,14,Sun,11,5,52,10.40,1,45.5%,4.73
55,Vance McDonald\McDoVa00,TE,27.180,2017-12-10,NFL,PIT,,BAL,W 39-38,13,14,Sun,6,4,52,13.00,0,66.7%,8.67
56,Hunter Henry\HenrHu00,TE,23.003,2017-12-10,NFL,LAC,,WAS,W 30-13,13,14,Sun,6,4,50,12.50,1,66.7%,8.33
57,Dion Lewis\LewiDi00,RB,27.075,2017-12-11,NFL,NWE,@,MIA,L 20-27,13,14,Mon,5,5,50,10.00,0,100.0%,10.00
58,Chris Moore\MoorCh00,WR,24.177,2017-12-10,NFL,BAL,@,PIT,L 38-39,13,14,Sun,3,3,48,16.00,1,100.0%,16.00
59,Alex Collins\CollAl00,RB,23.106,2017-12-10,NFL,BAL,@,PIT,L 38-39,13,14,Sun,2,2,46,23.00,0,100.0%,23.00
60,Jarvis Landry\LandJa00,WR,25.013,2017-12-11,NFL,MIA,,NWE,W 27-20,13,14,Mon,8,8,46,5.75,2,100.0%,5.75
61,Roger Lewis\LewiRo03,WR,24.013,2017-12-10,NFL,NYG,,DAL,L 10-30,13,14,Sun,11,7,46,6.57,0,63.6%,4.18
62,Rex Burkhead\BurkRe00,RB,27.162,2017-12-11,NFL,NWE,@,MIA,L 20-27,13,14,Mon,5,5,45,9.00,0,100.0%,9.00
63,Larry Fitzgerald\FitzLa00,WR,34.101,2017-12-10,NFL,ARI,,TEN,W 12-7,13,14,Sun,7,5,44,8.80,0,71.4%,6.29
64,Adam Shaheen\ShahAd00,TE,23.047,2017-12-10,NFL,CHI,@,CIN,W 33-7,13,14,Sun,5,4,44,11.00,1,80.0%,8.80
65,Mark Ingram\IngrMa01,RB,27.351,2017-12-07,NFL,NOR,@,ATL,L 17-20,13,14,Thu,5,4,43,10.75,0,80.0%,8.60
