Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Jeremy Maclin\MaclJe00,WR,26.175,2014-11-02,NFL,PHI,@,HOU,W 31-21,8,9,Sun,7,6,158,26.33,2,85.7%,22.57
2,Odell Beckham\BeckOd00,WR,21.363,2014-11-03,NFL,NYG,,IND,L 24-40,8,9,Mon,11,8,156,19.50,0,72.7%,14.18
3,Emmanuel Sanders\SandEm00,WR,27.230,2014-11-02,NFL,DEN,@,NWE,L 21-43,8,9,Sun,16,10,151,15.10,0,62.5%,9.44
4,Antonio Brown\BrowAn04,WR,26.115,2014-11-02,NFL,PIT,,BAL,W 43-23,9,9,Sun,16,11,144,13.09,1,68.8%,9.00
5,Percy Harvin\HarvPe00,WR,26.158,2014-11-02,NFL,NYJ,@,KAN,L 10-24,9,9,Sun,13,11,129,11.73,0,84.6%,9.92
6,Demaryius Thomas\ThomDe03,WR,26.312,2014-11-02,NFL,DEN,@,NWE,L 21-43,8,9,Sun,11,7,127,18.14,0,63.6%,11.55
7,Mike Evans\EvanMi00,WR,21.073,2014-11-02,NFL,TAM,@,CLE,L 17-22,8,9,Sun,11,7,124,17.71,2,63.6%,11.27
8,DeSean Jackson\JackDe00,TE,27.336,2014-11-02,NFL,WAS,@,MIN,L 26-29,9,9,Sun,7,4,120,30.00,1,57.1%,17.14
9,DeAndre Hopkins\HopkDe00,WR,22.149,2014-11-02,NFL,HOU,,PHI,L 21-31,9,9,Sun,11,6,115,19.17,1,54.5%,10.45
10,Allen Hurns\HurnAl01,WR,22.355,2014-11-02,NFL,JAX,@,CIN,L 23-33,9,9,Sun,9,7,112,16.00,2,77.8%,12.44
11,Rob Gronkowski\GronRo00,TE,25.172,2014-11-02,NFL,NWE,,DEN,W 43-21,9,9,Sun,10,9,105,11.67,1,90.0%,10.50
12,Mohamed Sanu\SanuMo00,WR,25.072,2014-11-02,NFL,CIN,,JAX,W 33-23,8,9,Sun,8,4,95,23.75,1,50.0%,11.88
13,Anquan Boldin\BoldAn00,WR,34.030,2014-11-02,NFL,SFO,,STL,L 10-13,8,9,Sun,7,6,93,15.50,1,85.7%,13.29
14,Julian Edelman\EdelJu00,WR,28.164,2014-11-02,NFL,NWE,,DEN,W 43-21,9,9,Sun,10,9,89,9.89,1,90.0%,8.90
15,Taylor Gabriel\GabrTa00,WR,23.258,2014-11-02,NFL,CLE,,TAM,W 22-17,8,9,Sun,6,5,87,17.40,1,83.3%,14.50
16,Vincent Jackson\JackVi00,WR,31.292,2014-11-02,NFL,TAM,@,CLE,L 17-22,8,9,Sun,12,6,86,14.33,0,50.0%,7.17
17,Jimmy Graham\GrahJi00,TE,27.340,2014-10-30,NFL,NOR,@,CAR,W 28-10,8,9,Thu,7,7,83,11.86,1,100.0%,11.86
18,Coby Fleener\FleeCo00,TE,26.044,2014-11-03,NFL,IND,@,NYG,W 40-24,9,9,Mon,11,4,77,19.25,1,36.4%,7.00
19,Greg Jennings\JennGr00,WR,31.042,2014-11-02,NFL,MIN,,WAS,W 29-26,9,9,Sun,10,6,76,12.67,0,60.0%,7.60
20,Marshawn Lynch\LyncMa00,RB,28.194,2014-11-02,NFL,SEA,,OAK,W 30-24,8,9,Sun,5,5,76,15.20,0,100.0%,15.20
21,Kenny Stills\StilKe00,WR,22.191,2014-10-30,NFL,NOR,@,CAR,W 28-10,8,9,Thu,8,5,72,14.40,0,62.5%,9.00
22,T.Y. Hilton\HiltT.00,WR,24.354,2014-11-03,NFL,IND,@,NYG,W 40-24,9,9,Mon,6,3,71,23.67,1,50.0%,11.83
23,Larry Fitzgerald\FitzLa00,WR,31.063,2014-11-02,NFL,ARI,@,DAL,W 28-17,8,9,Sun,6,5,70,14.00,0,83.3%,11.67
