Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Tyreek Hill\HillTy00,WR,24.263,2018-11-19,NFL,KAN,@,LAR,L 51-54,11,11,Mon,14,10,215,21.50,2,71.4%,15.36
2,Davante Adams\AdamDa01,WR,25.326,2018-11-15,NFL,GNB,@,SEA,L 24-27,10,11,Thu,12,10,166,16.60,0,83.3%,13.83
3,D.J. Moore\MoorD.00,WR,21.218,2018-11-18,NFL,CAR,@,DET,L 19-20,10,11,Sun,8,7,157,22.43,1,87.5%,19.63
4,Tre'Quan Smith\SmitTr03,WR,22.315,2018-11-18,NFL,NOR,,PHI,W 48-7,10,11,Sun,13,10,157,15.70,1,76.9%,12.08
5,T.Y. Hilton\HiltT.00,WR,29.004,2018-11-18,NFL,IND,,TEN,W 38-10,10,11,Sun,9,9,155,17.22,2,100.0%,17.22
6,Travis Kelce\KelcTr00,TE,29.045,2018-11-19,NFL,KAN,@,LAR,L 51-54,11,11,Mon,15,10,127,12.70,1,66.7%,8.47
7,Stefon Diggs\DiggSt00,WR,24.354,2018-11-18,NFL,MIN,@,CHI,L 20-25,10,11,Sun,18,13,126,9.69,1,72.2%,7.00
8,Mike Evans\EvanMi00,WR,25.089,2018-11-18,NFL,TAM,@,NYG,L 35-38,10,11,Sun,7,6,120,20.00,1,85.7%,17.14
9,Julio Jones\JoneJu02,WR,29.288,2018-11-18,NFL,ATL,,DAL,L 19-22,10,11,Sun,9,6,118,19.67,1,66.7%,13.11
10,Antonio Brown\BrowAn04,WR,30.131,2018-11-18,NFL,PIT,@,JAX,W 20-16,10,11,Sun,13,5,117,23.40,1,38.5%,9.00
11,Kenny Golladay\GollKe00,WR,25.015,2018-11-18,NFL,DET,,CAR,W 20-19,10,11,Sun,15,8,113,14.13,1,53.3%,7.53
