Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,JuJu Smith-Schuster\SmitJu00,WR,22.003,2018-11-25,NFL,PIT,@,DEN,L 17-24,11,12,Sun,17,13,189,14.54,1,76.5%,11.12
2,Amari Cooper\CoopAm00,WR,24.157,2018-11-22,NFL,DAL,,WAS,W 31-23,11,12,Thu,9,8,180,22.50,2,88.9%,20.00
3,Julio Jones\JoneJu02,WR,29.292,2018-11-22,NFL,ATL,@,NOR,L 17-31,11,12,Thu,14,11,147,13.36,0,78.6%,10.50
4,T.Y. Hilton\HiltT.00,WR,29.011,2018-11-25,NFL,IND,,MIA,W 27-24,11,12,Sun,10,7,125,17.86,0,70.0%,12.50
5,Adam Thielen\ThieAd00,WR,28.095,2018-11-25,NFL,MIN,,GNB,W 24-17,11,12,Sun,9,8,125,15.63,1,88.9%,13.89
6,Mike Evans\EvanMi00,WR,25.096,2018-11-25,NFL,TAM,,SFO,W 27-9,11,12,Sun,8,6,116,19.33,0,75.0%,14.50
7,Christian McCaffrey\McCaCh01,RB,22.171,2018-11-25,NFL,CAR,,SEA,L 27-30,11,12,Sun,11,11,112,10.18,1,100.0%,10.18
8,Tyler Lockett\LockTy00,WR,26.058,2018-11-25,NFL,SEA,@,CAR,W 30-27,11,12,Sun,5,5,107,21.40,1,100.0%,21.40
9,David Moore\MoorDa03,WR,23.314,2018-11-25,NFL,SEA,@,CAR,W 30-27,11,12,Sun,5,4,103,25.75,1,80.0%,20.60
10,Corey Davis\DaviCo03,WR,23.319,2018-11-26,NFL,TEN,@,HOU,L 17-34,11,12,Mon,4,4,96,24.00,1,100.0%,24.00
11,Robert Foster\FostRo01,WR,24.202,2018-11-25,NFL,BUF,,JAX,W 24-21,11,12,Sun,3,2,94,47.00,1,66.7%,31.33
12,Calvin Ridley\RidlCa00,WR,23.337,2018-11-22,NFL,ATL,@,NOR,L 17-31,11,12,Thu,13,8,93,11.63,1,61.5%,7.15
13,Zach Ertz\ErtzZa00,TE,28.015,2018-11-25,NFL,PHI,,NYG,W 25-22,11,12,Sun,8,7,91,13.00,1,87.5%,11.38
14,D.J. Moore\MoorD.00,WR,21.225,2018-11-25,NFL,CAR,,SEA,L 27-30,11,12,Sun,9,8,91,11.38,0,88.9%,10.11
15,Kenny Golladay\GollKe00,WR,25.019,2018-11-22,NFL,DET,,CHI,L 16-23,11,12,Thu,8,5,90,18.00,0,62.5%,11.25
16,Emmanuel Sanders\SandEm00,WR,31.253,2018-11-25,NFL,DEN,,PIT,W 24-17,11,12,Sun,12,7,86,12.29,1,58.3%,7.17
17,Odell Beckham\BeckOd00,WR,26.020,2018-11-25,NFL,NYG,@,PHI,L 22-25,11,12,Sun,9,5,85,17.00,0,55.6%,9.44
