Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Julio Jones\JoneJu02,WR,29.239,2018-09-30,NFL,ATL,,CIN,L 36-37,4,4,Sun,12,9,173,19.22,0,75.0%,14.42
2,DeAndre Hopkins\HopkDe00,WR,26.116,2018-09-30,NFL,HOU,@,IND,W 37-34,4,4,Sun,12,10,169,16.90,1,83.3%,14.08
3,Cooper Kupp\KuppCo00,WR,25.104,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,11,9,162,18.00,2,81.8%,14.73
4,Corey Davis\DaviCo03,WR,23.262,2018-09-30,NFL,TEN,,PHI,W 26-23,4,4,Sun,15,9,161,17.89,1,60.0%,10.73
5,Adam Thielen\ThieAd00,WR,28.036,2018-09-27,NFL,MIN,@,LAR,L 31-38,4,4,Thu,12,8,135,16.88,1,66.7%,11.25
6,Golden Tate\TateGo00,WR,30.059,2018-09-30,NFL,DET,@,DAL,L 24-26,4,4,Sun,8,8,132,16.50,2,100.0%,16.50
7,Dede Westbrook\WestDe00,WR,24.313,2018-09-30,NFL,JAX,,NYJ,W 31-12,4,4,Sun,13,9,130,14.44,0,69.2%,10.00
8,Amari Cooper\CoopAm00,WR,24.104,2018-09-30,NFL,OAK,,CLE,W 45-42,4,4,Sun,11,8,128,16.00,1,72.7%,11.64
9,George Kittle\KittGe00,TE,24.356,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,8,6,125,20.83,1,75.0%,15.63
10,Stefon Diggs\DiggSt00,WR,24.302,2018-09-27,NFL,MIN,@,LAR,L 31-38,4,4,Thu,15,11,123,11.18,0,73.3%,8.20
11,Tarik Cohen\CoheTa00,RB,23.066,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,8,7,121,17.29,1,87.5%,15.13
12,John Brown\BrowJo02,WR,28.180,2018-09-30,NFL,BAL,@,PIT,W 26-14,4,4,Sun,7,3,116,38.67,1,42.9%,16.57
13,Brandin Cooks\CookBr00,WR,25.002,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,8,7,116,16.57,1,87.5%,14.50
14,T.Y. Hilton\HiltT.00,WR,28.320,2018-09-30,NFL,IND,,HOU,L 34-37,4,4,Sun,6,4,115,28.75,0,66.7%,19.17
15,Zach Ertz\ErtzZa00,TE,27.324,2018-09-30,NFL,PHI,@,TEN,L 23-26,4,4,Sun,14,10,112,11.20,0,71.4%,8.00
16,DeSean Jackson\JackDe00,WR,31.303,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,8,5,112,22.40,0,62.5%,14.00
17,Mohamed Sanu\SanuMo00,WR,29.039,2018-09-30,NFL,ATL,,CIN,L 36-37,4,4,Sun,9,6,111,18.50,0,66.7%,12.33
18,Jared Cook\CookJa02,TE,31.176,2018-09-30,NFL,OAK,,CLE,W 45-42,4,4,Sun,13,8,110,13.75,2,61.5%,8.46
19,Keke Coutee\CoutKe00,WR,21.259,2018-09-30,NFL,HOU,@,IND,W 37-34,4,4,Sun,15,11,109,9.91,0,73.3%,7.27
20,Donte Moncrief\MoncDo00,WR,25.055,2018-09-30,NFL,JAX,,NYJ,W 31-12,4,4,Sun,5,5,109,21.80,1,100.0%,21.80
21,Alshon Jeffery\JeffAl00,WR,28.228,2018-09-30,NFL,PHI,@,TEN,L 23-26,4,4,Sun,9,8,105,13.13,1,88.9%,11.67
22,Taylor Gabriel\GabrTa00,WR,27.225,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,7,7,104,14.86,2,100.0%,14.86
23,Robert Woods\WoodRo02,WR,26.170,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,5,5,101,20.20,1,100.0%,20.20
24,Tyler Boyd\BoydTy00,WR,23.319,2018-09-30,NFL,CIN,@,ATL,W 37-36,4,4,Sun,15,11,100,9.09,0,73.3%,6.67
25,Ezekiel Elliott\ElliEz00,RB,23.070,2018-09-30,NFL,DAL,,DET,W 26-24,4,4,Sun,4,4,88,22.00,1,100.0%,22.00
26,Trey Burton\BurtTr01,TE,26.336,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,4,2,86,43.00,1,50.0%,21.50
27,Chester Rogers\RogeCh02,WR,24.261,2018-09-30,NFL,IND,,HOU,L 34-37,4,4,Sun,11,8,85,10.63,0,72.7%,7.73
28,Davante Adams\AdamDa01,WR,25.280,2018-09-30,NFL,GNB,,BUF,W 22-0,4,4,Sun,14,8,81,10.13,0,57.1%,5.79
29,Geronimo Allison\AlliGe01,WR,24.255,2018-09-30,NFL,GNB,,BUF,W 22-0,4,4,Sun,11,6,80,13.33,0,54.5%,7.27
30,A.J. Green\GreeA.00,WR,30.061,2018-09-30,NFL,CIN,@,ATL,W 37-36,4,4,Sun,8,4,78,19.50,1,50.0%,9.75
31,Travis Kelce\KelcTr00,TE,28.361,2018-10-01,NFL,KAN,@,DEN,W 27-23,4,4,Mon,12,7,78,11.14,1,58.3%,6.50
32,Sterling Shepard\ShepSt00,WR,25.232,2018-09-30,NFL,NYG,,NOR,L 18-33,4,4,Sun,10,10,77,7.70,1,100.0%,7.70
33,Taywan Taylor\TaylTa00,WR,23.212,2018-09-30,NFL,TEN,,PHI,W 26-23,4,4,Sun,9,7,77,11.00,0,77.8%,8.56
34,Kenny Golladay\GollKe00,WR,24.331,2018-09-30,NFL,DET,@,DAL,L 24-26,4,4,Sun,4,4,74,18.50,0,100.0%,18.50
35,Todd Gurley\GurlTo01,HB,24.055,2018-09-27,NFL,LAR,,MIN,W 38-31,4,4,Thu,6,4,73,18.25,1,66.7%,12.17
36,James White\WhitJa02,RB,26.239,2018-09-30,NFL,NWE,,MIA,W 38-7,4,4,Sun,10,8,68,8.50,1,80.0%,6.80
37,Quincy Enunwa\EnunQu00,WR,26.122,2018-09-30,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,8,4,66,16.50,0,50.0%,8.25
38,Dion Lewis\LewiDi00,RB,28.003,2018-09-30,NFL,TEN,,PHI,W 26-23,4,4,Sun,9,9,66,7.33,0,100.0%,7.33
39,Ryan Grant\GranRy01,WR,27.285,2018-09-30,NFL,IND,,HOU,L 34-37,4,4,Sun,7,5,64,12.80,0,71.4%,9.14
40,Keenan Allen\AlleKe00,WR,26.156,2018-09-30,NFL,LAC,,SFO,W 29-27,4,4,Sun,10,7,63,9.00,0,70.0%,6.30
41,Josh Hill\HillJo02,TE,28.132,2018-09-30,NFL,NOR,@,NYG,W 33-18,4,4,Sun,3,3,63,21.00,0,100.0%,21.00
42,Nyheim Hines\HineNy00,RB,21.322,2018-09-30,NFL,IND,,HOU,L 34-37,4,4,Sun,11,9,63,7.00,2,81.8%,5.73
43,Antonio Brown\BrowAn04,WR,30.082,2018-09-30,NFL,PIT,,BAL,L 14-26,4,4,Sun,11,5,62,12.40,1,45.5%,5.64
44,Vance McDonald\McDoVa00,TE,28.109,2018-09-30,NFL,PIT,,BAL,L 14-26,4,4,Sun,5,5,62,12.40,0,100.0%,12.40
45,Rashard Higgins\HiggRa00,WR,23.358,2018-09-30,NFL,CLE,@,OAK,L 42-45,4,4,Sun,5,4,61,15.25,0,80.0%,12.20
46,Odell Beckham\BeckOd00,WR,25.329,2018-09-30,NFL,NYG,,NOR,L 18-33,4,4,Sun,11,7,60,8.57,0,63.6%,5.45
47,JuJu Smith-Schuster\SmitJu00,WR,21.312,2018-09-30,NFL,PIT,,BAL,L 14-26,4,4,Sun,11,4,60,15.00,0,36.4%,5.45
48,Mike Evans\EvanMi00,WR,25.040,2018-09-30,NFL,TAM,@,CHI,L 10-48,4,4,Sun,9,6,59,9.83,0,66.7%,6.56
49,Demetrius Harris\HarrDe03,TE,27.064,2018-10-01,NFL,KAN,@,DEN,W 27-23,4,4,Mon,3,2,59,29.50,0,66.7%,19.67
50,Jeff Heuerman\HeueJe00,TE,25.311,2018-10-01,NFL,DEN,,KAN,L 23-27,4,4,Mon,7,4,57,14.25,0,57.1%,8.14
51,Kyle Rudolph\RudoKy00,TE,28.322,2018-09-27,NFL,MIN,@,LAR,L 31-38,4,4,Thu,6,5,57,11.40,0,83.3%,9.50
