Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,Adam Thielen\ThieAd00,WR,26.124,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,15,12,202,16.83,2,80.0%,13.47
2,Doug Baldwin\BaldDo00,WR,28.094,2016-12-24,NFL,SEA,,ARI,L 31-34,15,16,Sat,19,13,171,13.15,1,68.4%,9.00
3,Travis Kelce\KelcTr00,TE,27.081,2016-12-25,NFL,KAN,,DEN,W 33-10,15,16,Sun,12,11,160,14.55,1,91.7%,13.33
4,Jordy Nelson\NelsJo00,WR,31.207,2016-12-24,NFL,GNB,,MIN,W 38-25,15,16,Sat,11,9,154,17.11,2,81.8%,14.00
5,Sammy Watkins\WatkSa00,WR,23.193,2016-12-24,NFL,BUF,,MIA,L 31-34,15,16,Sat,10,7,154,22.00,1,70.0%,15.40
6,Odell Beckham\BeckOd00,WR,24.047,2016-12-22,NFL,NYG,@,PHI,L 19-24,15,16,Thu,20,11,150,13.64,0,55.0%,7.50
7,Allen Robinson\RobiAl02,WR,23.122,2016-12-24,NFL,JAX,,TEN,W 38-17,15,16,Sat,12,9,147,16.33,0,75.0%,12.25
8,Cameron Meredith\MereCa00,WR,24.094,2016-12-24,NFL,CHI,,WAS,L 21-41,15,16,Sat,12,9,135,15.00,1,75.0%,11.25
9,JJ Nelson\NelsJJ00,WR,24.244,2016-12-24,NFL,ARI,@,SEA,W 34-31,15,16,Sat,7,3,132,44.00,1,42.9%,18.86
10,Brandon LaFell\LaFeBr00,WR,30.050,2016-12-24,NFL,CIN,@,HOU,L 10-12,15,16,Sat,10,6,130,21.67,1,60.0%,13.00
11,DeSean Jackson\JackDe00,WR,30.023,2016-12-24,NFL,WAS,@,CHI,W 41-21,15,16,Sat,7,5,114,22.80,0,71.4%,16.29
12,T.Y. Hilton\HiltT.00,WR,27.040,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,9,4,105,26.25,0,44.4%,11.67
13,Brandin Cooks\CookBr00,WR,23.090,2016-12-24,NFL,NOR,,TAM,W 31-24,15,16,Sat,9,5,98,19.60,0,55.6%,10.89
14,Michael Thomas\ThomMi05,WR,23.296,2016-12-24,NFL,NOR,,TAM,W 31-24,15,16,Sat,8,6,98,16.33,0,75.0%,12.25
15,Mike Evans\EvanMi00,WR,23.125,2016-12-24,NFL,TAM,@,NOR,L 24-31,15,16,Sat,8,7,97,13.86,1,87.5%,12.13
16,Antonio Brown\BrowAn04,WR,28.168,2016-12-25,NFL,PIT,,BAL,W 31-27,15,16,Sun,11,10,96,9.60,1,90.9%,8.73
17,Pierre Garcon\GarcPi00,WR,30.138,2016-12-24,NFL,WAS,@,CHI,W 41-21,15,16,Sat,5,4,94,23.50,0,80.0%,18.80
18,Antonio Gates\GateAn00,TE,36.189,2016-12-24,NFL,SDG,@,CLE,L 17-20,15,16,Sat,13,8,94,11.75,1,61.5%,7.23
19,Eric Ebron\EbroEr00,TE,23.260,2016-12-26,NFL,DET,@,DAL,L 21-42,15,16,Mon,12,8,93,11.63,0,66.7%,7.75
20,Alshon Jeffery\JeffAl00,WR,26.314,2016-12-24,NFL,CHI,,WAS,L 21-41,15,16,Sat,10,5,92,18.40,0,50.0%,9.20
21,Michael Crabtree\CrabMi00,WR,29.101,2016-12-24,NFL,OAK,,IND,W 33-25,15,16,Sat,10,7,90,12.86,0,70.0%,9.00
22,Julian Edelman\EdelJu00,WR,30.216,2016-12-24,NFL,NWE,,NYJ,W 41-3,15,16,Sat,8,5,89,17.80,0,62.5%,11.13
23,Charles Clay\ClayCh00,TE,27.315,2016-12-24,NFL,BUF,,MIA,L 31-34,15,16,Sat,10,8,85,10.63,2,80.0%,8.50
24,DeVante Parker\ParkDe01,WR,23.339,2016-12-24,NFL,MIA,@,BUF,W 34-31,15,16,Sat,7,4,85,21.25,1,57.1%,12.14
25,Victor Cruz\CruzVi00,WR,30.041,2016-12-22,NFL,NYG,@,PHI,L 19-24,15,16,Thu,13,8,84,10.50,0,61.5%,6.46
26,Eli Rogers\RogeEl00,WR,24.002,2016-12-25,NFL,PIT,,BAL,W 31-27,15,16,Sun,5,4,84,21.00,0,80.0%,16.80
27,Steve Smith\SmitSt01,WR,37.227,2016-12-25,NFL,BAL,@,PIT,L 27-31,15,16,Sun,7,7,79,11.29,1,100.0%,11.29
28,Amari Cooper\CoopAm00,WR,22.189,2016-12-24,NFL,OAK,,IND,W 33-25,15,16,Sat,7,5,76,15.20,0,71.4%,10.86
29,Travis Benjamin\BenjTr00,WR,26.361,2016-12-24,NFL,SDG,@,CLE,L 17-20,15,16,Sat,4,3,75,25.00,0,75.0%,18.75
30,Dennis Pitta\PittDe00,TE,31.179,2016-12-25,NFL,BAL,@,PIT,L 27-31,15,16,Sun,11,8,75,9.38,0,72.7%,6.82
31,Dez Bryant\BryaDe01,WR,28.052,2016-12-26,NFL,DAL,,DET,W 42-21,15,16,Mon,5,4,70,17.50,2,80.0%,14.00
32,Chris Ivory\IvorCh00,RB,28.277,2016-12-24,NFL,JAX,,TEN,W 38-17,15,16,Sat,6,4,69,17.25,0,66.7%,11.50
33,Geronimo Allison\AlliGe01,WR,22.341,2016-12-24,NFL,GNB,,MIN,W 38-25,15,16,Sat,7,4,66,16.50,0,57.1%,9.43
34,Tyrell Williams\WillTy00,WR,24.316,2016-12-24,NFL,SDG,@,CLE,L 17-20,15,16,Sat,9,4,64,16.00,1,44.4%,7.11
35,Kelvin Benjamin\BenjKe00,WR,25.323,2016-12-24,NFL,CAR,,ATL,L 16-33,15,16,Sat,8,4,63,15.75,1,50.0%,7.88
36,Rod Streater\StreRo00,WR,28.319,2016-12-24,NFL,SFO,@,LAR,W 22-21,15,16,Sat,7,6,63,10.50,1,85.7%,9.00
37,Jeremy Kerley\KerlJe00,WR,28.046,2016-12-24,NFL,SFO,@,LAR,W 22-21,15,16,Sat,8,5,62,12.40,0,62.5%,7.75
38,Russell Shepard\ShepRu00,WR,26.098,2016-12-24,NFL,TAM,@,NOR,L 24-31,15,16,Sat,5,3,61,20.33,0,60.0%,12.20
39,Sterling Shepard\ShepSt00,WR,23.316,2016-12-22,NFL,NYG,@,PHI,L 19-24,15,16,Thu,11,7,61,8.71,1,63.6%,5.55
40,Terrance Williams\WillTe01,WR,27.109,2016-12-26,NFL,DAL,,DET,W 42-21,15,16,Mon,4,4,61,15.25,0,100.0%,15.25
41,Julio Jones\JoneJu02,WR,27.325,2016-12-24,NFL,ATL,@,CAR,W 33-16,15,16,Sat,7,4,60,15.00,0,57.1%,8.57
42,Greg Olsen\OlseGr00,TE,31.288,2016-12-24,NFL,CAR,,ATL,L 16-33,15,16,Sat,12,6,59,9.83,0,50.0%,4.92
43,Golden Tate\TateGo00,WR,28.146,2016-12-26,NFL,DET,@,DAL,L 21-42,15,16,Mon,6,6,58,9.67,0,100.0%,9.67
44,Mohamed Sanu\SanuMo00,WR,27.124,2016-12-24,NFL,ATL,@,CAR,W 33-16,15,16,Sat,4,3,56,18.67,0,75.0%,14.00
45,Kyle Rudolph\RudoKy00,TE,27.045,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,9,6,53,8.83,0,66.7%,5.89
46,Damien Williams\WillDa05,RB,24.265,2016-12-24,NFL,MIA,@,BUF,W 34-31,15,16,Sat,3,2,51,25.50,0,66.7%,17.00
47,Jesse James\JameJe00,TE,22.204,2016-12-25,NFL,PIT,,BAL,W 31-27,15,16,Sun,5,4,49,12.25,0,80.0%,9.80
48,Harry Douglas\DougHa00,WR,32.099,2016-12-24,NFL,TEN,@,JAX,L 17-38,15,16,Sat,6,5,48,9.60,0,83.3%,8.00
49,Shaun Draughn\DrauSh00,RB,29.017,2016-12-24,NFL,SFO,@,LAR,W 22-21,15,16,Sat,7,6,48,8.00,0,85.7%,6.86
50,Tajae Sharpe\SharTa00,WR,22.001,2016-12-24,NFL,TEN,@,JAX,L 17-38,15,16,Sat,8,3,48,16.00,0,37.5%,6.00
51,Nelson Agholor\AghoNe00,WR,23.212,2016-12-22,NFL,PHI,,NYG,W 24-19,15,16,Thu,5,2,47,23.50,1,40.0%,9.40
52,Jack Doyle\DoylJa00,TE,26.233,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,7,5,46,9.20,0,71.4%,6.57
53,Tevin Coleman\ColeTe01,RB,23.252,2016-12-24,NFL,ATL,@,CAR,W 33-16,15,16,Sat,3,3,45,15.00,0,100.0%,15.00
54,Erik Swoope\SwooEr00,TE,24.230,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,1,1,45,45.00,0,100.0%,45.00
55,Bryan Walters\WaltBr00,WR,29.050,2016-12-24,NFL,JAX,,TEN,W 38-17,15,16,Sat,6,5,45,9.00,0,83.3%,7.50
56,Davante Adams\AdamDa01,WR,24.000,2016-12-24,NFL,GNB,,MIN,W 38-25,15,16,Sat,7,4,44,11.00,1,57.1%,6.29
57,Devontae Booker\BookDe00,RB,24.212,2016-12-25,NFL,DEN,@,KAN,L 10-33,15,16,Sun,10,6,44,7.33,0,60.0%,4.40
58,Dontrelle Inman\InmaDo00,WR,27.328,2016-12-24,NFL,SDG,@,CLE,L 17-20,15,16,Sat,10,3,44,14.67,0,30.0%,4.40
59,Jimmy Graham\GrahJi00,TE,30.030,2016-12-24,NFL,SEA,,ARI,L 31-34,15,16,Sat,3,2,43,21.50,1,66.7%,14.33
60,DeAndre Hopkins\HopkDe00,WR,24.201,2016-12-24,NFL,HOU,,CIN,W 12-10,15,16,Sat,6,3,43,14.33,0,50.0%,7.17
61,Robert Woods\WoodRo02,WR,24.258,2016-12-24,NFL,BUF,,MIA,L 31-34,15,16,Sat,6,3,43,14.33,0,50.0%,7.17
62,Gary Barnidge\BarnGa01,TE,31.093,2016-12-24,NFL,CLE,,SDG,W 20-17,15,16,Sat,6,5,42,8.40,0,83.3%,7.00
63,C.J. Fiedorowicz\FiedC.00,TE,25.063,2016-12-24,NFL,HOU,,CIN,W 12-10,15,16,Sat,7,4,42,10.50,0,57.1%,6.00
64,Paul Richardson\RichPa01,WR,24.255,2016-12-24,NFL,SEA,,ARI,L 31-34,15,16,Sat,5,4,42,10.50,1,80.0%,8.40
65,David Johnson\JohnDa08,RB,25.008,2016-12-24,NFL,ARI,@,SEA,W 34-31,15,16,Sat,7,4,41,10.25,0,57.1%,5.86
66,Jermaine Gresham\GresJe00,TE,28.191,2016-12-24,NFL,ARI,@,SEA,W 34-31,15,16,Sat,4,2,40,20.00,0,50.0%,10.00
67,Garrett Celek\CeleGa00,TE,28.209,2016-12-24,NFL,SFO,@,LAR,W 22-21,15,16,Sat,7,4,39,9.75,0,57.1%,5.57
68,Cody Core\CoreCo00,WR,22.251,2016-12-24,NFL,CIN,@,HOU,L 10-12,15,16,Sat,14,8,39,4.88,0,57.1%,2.79
69,Will Fuller\FullWi01,WR,22.252,2016-12-24,NFL,HOU,,CIN,W 12-10,15,16,Sat,6,3,39,13.00,0,50.0%,6.50
70,Tyler Lockett\LockTy00,WR,24.087,2016-12-24,NFL,SEA,,ARI,L 31-34,15,16,Sat,3,2,38,19.00,0,66.7%,12.67
71,Jared Cook\CookJa02,TE,29.261,2016-12-24,NFL,GNB,,MIN,W 38-25,15,16,Sat,5,3,37,12.33,0,60.0%,7.40
72,Demetrius Harris\HarrDe03,TE,25.149,2016-12-25,NFL,KAN,,DEN,W 33-10,15,16,Sun,9,6,37,6.17,1,66.7%,4.11
73,Jermaine Kearse\KearJe01,WR,26.322,2016-12-24,NFL,SEA,,ARI,L 31-34,15,16,Sat,9,4,37,9.25,1,44.4%,4.11
74,Marqise Lee\LeexMa00,WR,25.029,2016-12-24,NFL,JAX,,TEN,W 38-17,15,16,Sat,7,3,37,12.33,1,42.9%,5.29
75,Lance Kendricks\KendLa00,TE,28.329,2016-12-24,NFL,LAR,,SFO,L 21-22,15,16,Sat,4,3,36,12.00,0,75.0%,9.00
76,Terrelle Pryor\PryoTe00,WR,27.187,2016-12-24,NFL,CLE,,SDG,W 20-17,15,16,Sat,5,3,36,12.00,0,60.0%,7.20
77,Devonta Freeman\FreeDe00,RB,24.284,2016-12-24,NFL,ATL,@,CAR,W 33-16,15,16,Sat,8,8,35,4.38,0,100.0%,4.38
78,Jerick McKinnon\McKiJe00,RB,24.235,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,6,5,35,7.00,0,83.3%,5.83
79,Kenny Stills\StilKe00,WR,24.246,2016-12-24,NFL,MIA,@,BUF,W 34-31,15,16,Sat,8,3,35,11.67,1,37.5%,4.38
80,Joshua Perkins\PerkJo02,TE,23.141,2016-12-24,NFL,ATL,@,CAR,W 33-16,15,16,Sat,3,2,34,17.00,1,66.7%,11.33
81,Deonte Thompson\ThomDe04,WR,27.314,2016-12-24,NFL,CHI,,WAS,L 21-41,15,16,Sat,4,3,34,11.33,1,75.0%,8.50
82,Anquan Boldin\BoldAn00,WR,36.084,2016-12-26,NFL,DET,@,DAL,L 21-42,15,16,Mon,7,5,33,6.60,0,71.4%,4.71
83,Zach Ertz\ErtzZa00,TE,26.042,2016-12-22,NFL,PHI,,NYG,W 24-19,15,16,Thu,2,2,33,16.50,0,100.0%,16.50
84,Andre Holmes\HolmAn00,WR,28.191,2016-12-24,NFL,OAK,,IND,W 33-25,15,16,Sat,5,3,33,11.00,1,60.0%,6.60
85,Jason Witten\WittJa00,TE,34.234,2016-12-26,NFL,DAL,,DET,W 42-21,15,16,Mon,4,2,33,16.50,1,50.0%,8.25
86,Jeff Heuerman\HeueJe00,TE,24.031,2016-12-25,NFL,DEN,@,KAN,L 10-33,15,16,Sun,6,3,32,10.67,0,50.0%,5.33
87,Breshad Perriman\PerrBr02,WR,23.106,2016-12-25,NFL,BAL,@,PIT,L 27-31,15,16,Sun,5,3,32,10.67,0,60.0%,6.40
88,James White\WhitJa02,RB,24.325,2016-12-24,NFL,NWE,,NYJ,W 41-3,15,16,Sat,4,3,32,10.67,1,75.0%,8.00
89,Dwayne Allen\AlleDw00,TE,26.304,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,4,3,31,10.33,0,75.0%,7.75
90,Larry Fitzgerald\FitzLa00,WR,33.115,2016-12-24,NFL,ARI,@,SEA,W 34-31,15,16,Sat,4,4,31,7.75,0,100.0%,7.75
91,Rishard Matthews\MattRi00,WR,27.073,2016-12-24,NFL,TEN,@,JAX,L 17-38,15,16,Sat,9,3,31,10.33,1,33.3%,3.44
92,Matt Asiata\AsiaMa00,RB,29.153,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,4,3,30,10.00,0,75.0%,7.50
93,Quincy Enunwa\EnunQu00,WR,24.207,2016-12-24,NFL,NYJ,@,NWE,L 3-41,15,16,Sat,5,1,30,30.00,0,20.0%,6.00
94,Coby Fleener\FleeCo00,TE,28.095,2016-12-24,NFL,NOR,,TAM,W 31-24,15,16,Sat,3,2,30,15.00,0,66.7%,10.00
95,Donte Moncrief\MoncDo00,WR,23.140,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,3,2,30,15.00,1,66.7%,10.00
96,Charles Sims\SimsCh00,RB,26.096,2016-12-24,NFL,TAM,@,NOR,L 24-31,15,16,Sat,4,4,30,7.50,0,100.0%,7.50
97,Stefon Diggs\DiggSt00,WR,23.025,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,6,4,29,7.25,1,66.7%,4.83
98,Kenneth Farrow\FarrKe02,RB,23.292,2016-12-24,NFL,SDG,@,CLE,L 17-20,15,16,Sat,4,4,29,7.25,0,100.0%,7.25
99,Ted Ginn\GinnTe00,WR,31.256,2016-12-24,NFL,CAR,,ATL,L 16-33,15,16,Sat,9,3,29,9.67,0,33.3%,3.22
100,Jarvis Landry\LandJa00,WR,24.026,2016-12-24,NFL,MIA,@,BUF,W 34-31,15,16,Sat,6,3,29,9.67,0,50.0%,4.83
101,Malcolm Mitchell\MitcMa01,WR,24.157,2016-12-24,NFL,NWE,,NYJ,W 41-3,15,16,Sat,5,3,29,9.67,0,60.0%,5.80
102,Akeem Hunt\HuntAk01,RB,23.306,2016-12-24,NFL,HOU,,CIN,W 12-10,15,16,Sat,2,2,28,14.00,0,100.0%,14.00
103,Brandon Marshall\MarsBr00,WR,32.276,2016-12-24,NFL,NYJ,@,NWE,L 3-41,15,16,Sat,4,2,28,14.00,0,50.0%,7.00
104,C.J. Uzomah\UzomC.00,TE,23.345,2016-12-24,NFL,CIN,@,HOU,L 10-12,15,16,Sat,6,5,28,5.60,0,83.3%,4.67
105,Terrance West\WestTe00,RB,25.332,2016-12-25,NFL,BAL,@,PIT,L 27-31,15,16,Sun,3,3,28,9.33,0,100.0%,9.33
106,Brent Celek\CeleBr00,TE,31.332,2016-12-22,NFL,PHI,,NYG,W 24-19,15,16,Thu,3,3,27,9.00,0,100.0%,9.00
107,Charone Peake\PeakCh00,WR,24.069,2016-12-24,NFL,NYJ,@,NWE,L 3-41,15,16,Sat,3,1,27,27.00,0,33.3%,9.00
108,Emmanuel Sanders\SandEm00,WR,29.283,2016-12-25,NFL,DEN,@,KAN,L 10-33,15,16,Sun,3,1,26,26.00,0,33.3%,8.67
109,Jordan Taylor\TaylJo01,WR,24.311,2016-12-25,NFL,DEN,@,KAN,L 10-33,15,16,Sun,4,1,26,26.00,0,25.0%,6.50
110,Cole Beasley\BeasCo00,WR,27.244,2016-12-26,NFL,DAL,,DET,W 42-21,15,16,Mon,5,4,25,6.25,0,80.0%,5.00
111,Tyler Boyd\BoydTy00,WR,22.039,2016-12-24,NFL,CIN,@,HOU,L 10-12,15,16,Sat,4,2,25,12.50,0,50.0%,6.25
112,Rex Burkhead\BurkRe00,HB,26.175,2016-12-24,NFL,CIN,@,HOU,L 10-12,15,16,Sat,4,4,25,6.25,0,100.0%,6.25
113,Ryan Grant\GranRy01,WR,26.005,2016-12-24,NFL,WAS,@,CHI,W 41-21,15,16,Sat,4,3,25,8.33,0,75.0%,6.25
114,Zach Zenner\ZennZa00,RB,25.104,2016-12-26,NFL,DET,@,DAL,L 21-42,15,16,Mon,3,2,25,12.50,0,66.7%,8.33
115,Josh Huff\HuffJo00,WR,25.071,2016-12-24,NFL,TAM,@,NOR,L 24-31,15,16,Sat,3,2,24,12.00,0,66.7%,8.00
116,Carlos Hyde\HydeCa00,RB,26.095,2016-12-24,NFL,SFO,@,LAR,W 22-21,15,16,Sat,3,3,24,8.00,1,100.0%,8.00
