Rk,Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt
1,T.Y. Hilton\HiltT.00,WR,27.021,2016-12-05,NFL,IND,@,NYJ,W 41-10,12,13,Mon,10,9,146,16.22,0,90.0%,14.60
2,Golden Tate\TateGo00,WR,28.124,2016-12-04,NFL,DET,@,NOR,W 28-13,12,13,Sun,10,8,145,18.13,1,80.0%,14.50
3,Travis Kelce\KelcTr00,TE,27.060,2016-12-04,NFL,KAN,@,ATL,W 29-28,12,13,Sun,8,8,140,17.50,0,100.0%,17.50
4,Jordy Nelson\NelsJo00,WR,31.187,2016-12-04,NFL,GNB,,HOU,W 21-13,12,13,Sun,10,8,118,14.75,1,80.0%,11.80
5,Julio Jones\JoneJu02,WR,27.305,2016-12-04,NFL,ATL,,KAN,L 28-29,12,13,Sun,9,7,113,16.14,0,77.8%,12.56
6,Ladarius Green\GreeLa00,TE,26.189,2016-12-04,NFL,PIT,,NYG,W 24-14,12,13,Sun,11,6,110,18.33,1,54.5%,10.00
7,Julian Edelman\EdelJu00,WR,30.196,2016-12-04,NFL,NWE,,LAR,W 26-10,12,13,Sun,12,8,101,12.63,0,66.7%,8.42
8,Odell Beckham\BeckOd00,WR,24.029,2016-12-04,NFL,NYG,@,PIT,L 14-24,12,13,Sun,16,10,100,10.00,0,62.5%,6.25
9,Brandon LaFell\LaFeBr00,WR,30.030,2016-12-04,NFL,CIN,,PHI,W 32-14,12,13,Sun,7,5,95,19.00,1,71.4%,13.57
10,Josh Bellamy\BellJo02,WR,27.200,2016-12-04,NFL,CHI,,SFO,W 26-6,12,13,Sun,6,4,93,23.25,0,66.7%,15.50
11,David Johnson\JohnDa08,RB,24.354,2016-12-04,NFL,ARI,,WAS,W 31-23,12,13,Sun,12,9,91,10.11,1,75.0%,7.58
12,Dennis Pitta\PittDe00,TE,31.158,2016-12-04,NFL,BAL,,MIA,W 38-6,12,13,Sun,11,9,90,10.00,2,81.8%,8.18
