1,T.Y. Hilton\HiltT.00,WR,27.021,IND,@,NYJ,10,9,146,16.22,0,90.0%,14.60,13,2016
2,Golden Tate\TateGo00,WR,28.124,DET,@,NOR,10,8,145,18.13,1,80.0%,14.50,13,2016
3,Travis Kelce\KelcTr00,TE,27.060,KAN,@,ATL,8,8,140,17.50,0,100.0%,17.50,13,2016
4,Jordy Nelson\NelsJo00,WR,31.187,GNB,,HOU,10,8,118,14.75,1,80.0%,11.80,13,2016
5,Julio Jones\JoneJu02,WR,27.305,ATL,,KAN,9,7,113,16.14,0,77.8%,12.56,13,2016
6,Ladarius Green\GreeLa00,TE,26.189,PIT,,NYG,11,6,110,18.33,1,54.5%,10.00,13,2016
7,Julian Edelman\EdelJu00,WR,30.196,NWE,,LAR,12,8,101,12.63,0,66.7%,8.42,13,2016
8,Odell Beckham\BeckOd00,WR,24.029,NYG,@,PIT,16,10,100,10.00,0,62.5%,6.25,13,2016
9,Brandon LaFell\LaFeBr00,WR,30.030,CIN,,PHI,7,5,95,19.00,1,71.4%,13.57,13,2016
10,Josh Bellamy\BellJo02,WR,27.200,CHI,,SFO,6,4,93,23.25,0,66.7%,15.50,13,2016
11,David Johnson\JohnDa08,RB,24.354,ARI,,WAS,12,9,91,10.11,1,75.0%,7.58,13,2016
12,Dennis Pitta\PittDe00,TE,31.158,BAL,,MIA,11,9,90,10.00,2,81.8%,8.18,13,2016
13,Jarvis Landry\LandJa00,WR,24.006,MIA,@,BAL,14,11,87,7.91,0,78.6%,6.21,13,2016
14,Cameron Brate\BratCa00,TE,25.154,TAM,@,SDG,9,6,86,14.33,1,66.7%,9.56,13,2016
15,Coby Fleener\FleeCo00,TE,28.075,NOR,,DET,7,5,86,17.20,0,71.4%,12.29,13,2016
16,Adam Thielen\ThieAd00,WR,26.101,MIN,,DAL,9,7,86,12.29,0,77.8%,9.56,13,2016
17,Dez Bryant\BryaDe01,WR,28.027,DAL,@,MIN,6,4,84,21.00,1,66.7%,14.00,13,2016
18,Malcolm Mitchell\MitcMa01,WR,24.137,NWE,,LAR,10,8,82,10.25,0,80.0%,8.20,13,2016
19,Ted Ginn\GinnTe00,WR,31.236,CAR,@,SEA,6,5,80,16.00,1,83.3%,13.33,13,2016
20,Paul Turner\TurnPa01,WR,23.208,PHI,@,CIN,8,6,80,13.33,0,75.0%,10.00,13,2016
21,Zach Ertz\ErtzZa00,TE,26.024,PHI,@,CIN,15,9,79,8.78,1,60.0%,5.27,13,2016
22,Larry Fitzgerald\FitzLa00,WR,33.095,ARI,,WAS,11,10,78,7.80,0,90.9%,7.09,13,2016
23,Pierre Garcon\GarcPi00,WR,30.118,WAS,@,ARI,9,7,78,11.14,0,77.8%,8.67,13,2016
24,Michael Crabtree\CrabMi00,WR,29.081,OAK,,BUF,11,7,74,10.57,1,63.6%,6.73,13,2016
25,Brandin Cooks\CookBr00,WR,23.070,NOR,,DET,9,7,73,10.43,0,77.8%,8.11,13,2016
26,Dwayne Allen\AlleDw00,TE,26.285,IND,@,NYJ,4,4,72,18.00,3,100.0%,18.00,13,2016
27,Jermaine Kearse\KearJe01,WR,26.302,SEA,,CAR,9,5,68,13.60,0,55.6%,7.56,13,2016
28,Kenny Britt\BritKe00,WR,28.076,LAR,@,NWE,6,2,67,33.50,1,33.3%,11.17,13,2016
29,Cameron Meredith\MereCa00,WR,24.074,CHI,,SFO,4,3,67,22.33,0,75.0%,16.75,13,2016
30,Tyler Boyd\BoydTy00,WR,22.019,CIN,,PHI,6,4,66,16.50,0,66.7%,11.00,13,2016
31,Doug Baldwin\BaldDo00,WR,28.074,SEA,,CAR,7,7,65,9.29,0,100.0%,9.29,13,2016
32,Le'Veon Bell\BellLe00,RB,24.290,PIT,,NYG,7,6,64,10.67,0,85.7%,9.14,13,2016
33,Jimmy Graham\GrahJi00,TE,30.010,SEA,,CAR,9,6,63,10.50,1,66.7%,7.00,13,2016
34,Tyler Lockett\LockTy00,WR,24.067,SEA,,CAR,6,5,63,12.60,0,83.3%,10.50,13,2016
35,Robby Anderson\AndeRo04,WR,23.210,NYJ,,IND,12,4,61,15.25,1,33.3%,5.08,13,2016
36,LeSean McCoy\McCoLe01,RB,28.145,BUF,@,OAK,7,7,61,8.71,0,100.0%,8.71,13,2016
37,Demaryius Thomas\ThomDe03,WR,28.345,DEN,@,JAX,10,6,61,10.17,0,60.0%,6.10,13,2016
38,Amari Cooper\CoopAm00,WR,22.169,OAK,,BUF,4,2,59,29.50,1,50.0%,14.75,13,2016
39,Stefon Diggs\DiggSt00,WR,23.002,MIN,,DAL,8,8,59,7.38,0,100.0%,7.38,13,2016
40,Will Fuller\FullWi01,WR,22.232,HOU,@,GNB,6,5,59,11.80,0,83.3%,9.83,13,2016
41,DeSean Jackson\JackDe00,WR,30.003,WAS,@,ARI,4,1,59,59.00,0,25.0%,14.75,13,2016
42,Breshad Perriman\PerrBr02,WR,23.085,BAL,,MIA,3,2,59,29.50,1,66.7%,19.67,13,2016
43,Mike Wallace\WallMi00,WR,30.125,BAL,,MIA,7,6,59,9.83,0,85.7%,8.43,13,2016
44,Cody Core\CoreCo00,WR,22.231,CIN,,PHI,2,2,58,29.00,0,100.0%,29.00,13,2016
45,DeAndre Hopkins\HopkDe00,WR,24.181,HOU,@,GNB,8,3,58,19.33,1,37.5%,7.25,13,2016
46,Mychal Rivera\RiveMy00,TE,26.087,OAK,,BUF,5,3,57,19.00,0,60.0%,11.40,13,2016
47,Freddie Martino\MartFr00,WR,25.088,TAM,@,SDG,4,4,56,14.00,0,100.0%,14.00,13,2016
48,Antonio Brown\BrowAn04,WR,28.147,PIT,,NYG,7,6,54,9.00,1,85.7%,7.71,13,2016
49,Matt Forte\FortMa00,RB,30.361,NYJ,,IND,4,3,54,18.00,0,75.0%,13.50,13,2016
50,Melvin Gordon\GordMe00,RB,23.235,SDG,,TAM,6,4,54,13.50,0,66.7%,9.00,13,2016
51,Trey Burton\BurtTr01,TE,25.036,PHI,@,CIN,9,5,53,10.60,0,55.6%,5.89,13,2016
52,Travaris Cadet\CadeTr00,RB,27.307,NOR,,DET,6,5,53,10.60,0,83.3%,8.83,13,2016
53,Tyreek Hill\HillTy00,WR,22.278,KAN,@,ATL,6,5,53,10.60,0,83.3%,8.83,13,2016
54,Steve Smith\SmitSt01,WR,37.206,BAL,,MIA,10,6,53,8.83,0,60.0%,5.30,13,2016
55,Jermaine Gresham\GresJe00,TE,28.171,ARI,,WAS,6,5,52,10.40,0,83.3%,8.67,13,2016
56,Devonta Freeman\FreeDe00,RB,24.264,ATL,,KAN,5,4,49,12.25,0,80.0%,9.80,13,2016
57,Dontrelle Inman\InmaDo00,WR,27.308,SDG,,TAM,5,2,49,24.50,1,40.0%,9.80,13,2016
58,T.J. Jones\JoneT.00,WR,24.138,DET,@,NOR,4,3,49,16.33,0,75.0%,12.25,13,2016
59,Brian Quick\QuicBr00,WR,27.182,LAR,@,NWE,8,5,48,9.60,0,62.5%,6.00,13,2016
60,Albert Wilson\WilsAl02,WR,24.145,KAN,@,ATL,4,4,48,12.00,0,100.0%,12.00,13,2016
61,Vernon Davis\DaviVe00,TE,32.308,WAS,@,ARI,6,5,47,9.40,0,83.3%,7.83,13,2016
62,Tyrell Williams\WillTy00,WR,24.296,SDG,,TAM,4,2,47,23.50,1,50.0%,11.75,13,2016
63,Kyle Rudolph\RudoKy00,TE,27.022,MIN,,DAL,12,6,45,7.50,0,50.0%,3.75,13,2016
64,C.J. Fiedorowicz\FiedC.00,TE,25.043,HOU,@,GNB,9,6,44,7.33,0,66.7%,4.89,13,2016
65,Devin Funchess\FuncDe00,WR,22.197,CAR,@,SEA,4,2,44,22.00,0,50.0%,11.00,13,2016
66,Taylor Gabriel\GabrTa00,WR,25.291,ATL,,KAN,6,5,44,8.80,0,83.3%,7.33,13,2016
67,Brandon Marshall\MarsBr00,WR,32.257,NYJ,,IND,8,4,43,10.75,0,50.0%,5.38,13,2016
68,Neal Sterling\SterNe00,TE,24.325,JAX,,DEN,6,5,43,8.60,0,83.3%,7.17,13,2016
69,Jamison Crowder\CrowJa00,WR,23.170,WAS,@,ARI,8,3,42,14.00,1,37.5%,5.25,13,2016
70,JJ Nelson\NelsJJ00,WR,24.224,ARI,,WAS,2,1,42,42.00,1,50.0%,21.00,13,2016
71,Michael Thomas\ThomMi05,WR,23.276,NOR,,DET,5,4,42,10.50,0,80.0%,8.40,13,2016
72,Levine Toilolo\ToilLe00,TE,25.127,ATL,,KAN,1,1,42,42.00,0,100.0%,42.00,13,2016
73,Kamar Aiken\AikeKa00,WR,27.188,BAL,,MIA,3,3,41,13.67,0,100.0%,13.67,13,2016
74,Anquan Boldin\BoldAn00,WR,36.062,DET,@,NOR,6,4,40,10.00,0,66.7%,6.67,13,2016
75,Dion Sims\SimsDi00,TE,25.290,MIA,@,BAL,4,3,39,13.00,0,75.0%,9.75,13,2016
76,Eric Ebron\EbroEr00,TE,23.238,DET,@,NOR,6,4,38,9.50,0,66.7%,6.33,13,2016
77,Mike Evans\EvanMi00,WR,23.105,TAM,@,SDG,6,3,38,12.67,0,50.0%,6.33,13,2016
78,Willie Snead\SneaWi00,WR,24.048,NOR,,DET,6,2,38,19.00,0,33.3%,6.33,13,2016
79,Sammy Watkins\WatkSa00,WR,23.173,BUF,@,OAK,9,3,38,12.67,0,33.3%,4.22,13,2016
80,Antonio Gates\GateAn00,TE,36.169,SDG,,TAM,4,4,37,9.25,0,100.0%,9.25,13,2016
81,Charles Johnson\JohnCh08,WR,27.278,MIN,,DAL,5,3,36,12.00,0,60.0%,7.20,13,2016
82,Marquise Goodwin\GoodMa00,WR,26.015,BUF,@,OAK,8,4,35,8.75,0,50.0%,4.38,13,2016
83,Ryan Griffin\GrifRy00,TE,26.328,HOU,@,GNB,6,4,35,8.75,1,66.7%,5.83,13,2016
84,Andre Roberts\RobeAn00,WR,28.330,DET,@,NOR,7,4,35,8.75,0,57.1%,5.00,13,2016
85,Darren Sproles\SproDa00,RB,33.167,PHI,@,CIN,6,6,35,5.83,0,100.0%,5.83,13,2016
86,Rashad Jennings\JennRa00,RB,31.253,NYG,@,PIT,6,6,34,5.67,1,100.0%,5.67,13,2016
87,Marqise Lee\LeexMa00,WR,25.009,JAX,,DEN,9,3,34,11.33,0,33.3%,3.78,13,2016
88,DeVante Parker\ParkDe01,WR,23.319,MIA,@,BAL,4,3,34,11.33,1,75.0%,8.50,13,2016
89,Jesse James\JameJe00,TE,22.183,PIT,,NYG,4,3,32,10.67,0,75.0%,8.00,13,2016
90,Allen Robinson\RobiAl02,WR,23.102,JAX,,DEN,10,3,31,10.33,0,30.0%,3.10,13,2016
91,Bryan Walters\WaltBr00,WR,29.030,JAX,,DEN,6,3,31,10.33,0,50.0%,5.17,13,2016
92,Danny Amendola\AmenDa00,WR,31.032,NWE,,LAR,4,3,30,10.00,0,75.0%,7.50,13,2016
93,Jack Doyle\DoylJa00,TE,26.214,IND,@,NYJ,4,4,30,7.50,0,100.0%,7.50,13,2016
94,Greg Olsen\OlseGr00,TE,31.268,CAR,@,SEA,7,3,30,10.00,0,42.9%,4.29,13,2016
95,Dorial Green-Beckham\GreeDo00,WR,23.236,PHI,@,CIN,10,4,29,7.25,0,40.0%,2.90,13,2016
96,Austin Seferian-Jenkins\SefeAu00,TE,24.067,NYJ,,IND,5,2,29,14.50,0,40.0%,5.80,13,2016
97,Rex Burkhead\BurkRe00,HB,26.155,CIN,,PHI,5,4,28,7.00,0,80.0%,5.60,13,2016
98,Emmanuel Sanders\SandEm00,WR,29.262,DEN,@,JAX,9,3,28,9.33,0,33.3%,3.11,13,2016
99,T.J. Yeldon\YeldT.00,RB,23.063,JAX,,DEN,7,3,27,9.00,0,42.9%,3.86,13,2016
100,Jay Ajayi\AjayJa00,RB,23.172,MIA,@,BAL,7,6,26,4.33,0,85.7%,3.71,13,2016
101,Donte Moncrief\MoncDo00,WR,23.121,IND,@,NYJ,6,4,26,6.50,1,66.7%,4.33,13,2016
102,Mohamed Sanu\SanuMo00,WR,27.104,ATL,,KAN,3,2,26,13.00,0,66.7%,8.67,13,2016
103,Tyler Eifert\EifeTy00,TE,26.087,CIN,,PHI,2,2,25,12.50,1,100.0%,12.50,13,2016
104,Nick Vannett\VannNi00,TE,23.273,SEA,,CAR,2,2,25,12.50,0,100.0%,12.50,13,2016
105,Travis Benjamin\BenjTr00,WR,26.341,SDG,,TAM,4,2,24,12.00,0,50.0%,6.00,13,2016
106,Nick Boyle\BoylNi00,TE,23.291,BAL,,MIA,2,2,24,12.00,0,100.0%,12.00,13,2016
107,Nelson Agholor\AghoNe00,WR,23.194,PHI,@,CIN,5,4,23,5.75,0,80.0%,4.60,13,2016
108,Cole Beasley\BeasCo00,WR,27.219,DAL,@,MIN,4,2,23,11.50,0,50.0%,5.75,13,2016
109,Chris Hogan\HogaCh00,WR,28.041,NWE,,LAR,5,4,23,5.75,1,80.0%,4.60,13,2016
110,Doug Martin\MartDo00,RB,27.326,TAM,@,SDG,1,1,23,23.00,0,100.0%,23.00,13,2016
111,Latavius Murray\MurrLa00,RB,26.321,OAK,,BUF,5,3,23,7.67,0,60.0%,4.60,13,2016
112,Spencer Ware\WareSp00,RB,25.011,KAN,@,ATL,4,3,23,7.67,1,75.0%,5.75,13,2016
113,Justin Hunter\HuntJu00,WR,25.198,BUF,@,OAK,4,1,22,22.00,0,25.0%,5.50,13,2016
114,Will Tye\TyexWi00,TE,25.030,NYG,@,PIT,4,2,22,11.00,0,50.0%,5.50,13,2016
115,Kenneth Dixon\DixoKe00,RB,22.318,BAL,,MIA,4,4,21,5.25,0,100.0%,5.25,13,2016
116,Jacquizz Rodgers\RodgJa00,RB,26.302,TAM,@,SDG,1,1,21,21.00,0,100.0%,21.00,13,2016
117,Sterling Shepard\ShepSt00,WR,23.298,NYG,@,PIT,8,4,21,5.25,1,50.0%,2.63,13,2016
118,Kenny Stills\StilKe00,WR,24.226,MIA,@,BAL,5,2,21,10.50,0,40.0%,4.20,13,2016
119,Chris Thompson\ThomCh03,RB,26.045,WAS,@,ARI,2,1,21,21.00,0,50.0%,10.50,13,2016
120,Ryan Grant\GranRy01,WR,25.351,WAS,@,ARI,2,2,20,10.00,0,100.0%,10.00,13,2016
121,James Wright\WrigJa03,WR,24.339,CIN,,PHI,2,2,20,10.00,0,100.0%,10.00,13,2016
122,Randall Cobb\CobbRa00,WR,26.104,GNB,,HOU,3,3,19,6.33,1,100.0%,6.33,13,2016
123,Jared Cook\CookJa02,TE,29.241,GNB,,HOU,4,3,19,6.33,0,75.0%,4.75,13,2016
124,Ezekiel Elliott\ElliEz00,RB,21.132,DAL,@,MIN,5,4,19,4.75,0,80.0%,3.80,13,2016
125,Adam Humphries\HumpAd00,WR,23.163,TAM,@,SDG,2,2,19,9.50,0,100.0%,9.50,13,2016
126,Deonte Thompson\ThomDe04,WR,27.294,CHI,,SFO,3,2,19,9.50,0,66.7%,6.33,13,2016
127,Dwayne Washington\WashDw00,RB,22.224,DET,@,NOR,2,2,19,9.50,0,100.0%,9.50,13,2016
128,Kelvin Benjamin\BenjKe00,WR,25.303,CAR,@,SEA,9,2,18,9.00,0,22.2%,2.00,13,2016
129,Michael Floyd\FloyMi00,WR,27.007,ARI,,WAS,8,3,18,6.00,1,37.5%,2.25,13,2016
130,Jeremy Kerley\KerlJe00,WR,28.026,SFO,@,CHI,2,1,18,18.00,0,50.0%,9.00,13,2016
131,Seth Roberts\RobeSe00,WR,25.286,OAK,,BUF,5,2,18,9.00,0,40.0%,3.60,13,2016
132,Aldrick Robinson\RobiAl00,WR,28.071,ATL,,KAN,3,2,18,9.00,1,66.7%,6.00,13,2016
133,Eli Rogers\RogeEl00,WR,23.347,PIT,,NYG,3,1,18,18.00,0,33.3%,6.00,13,2016
134,Clive Walford\WalfCl00,TE,25.044,OAK,,BUF,3,1,18,18.00,0,33.3%,6.00,13,2016
135,Terrance West\WestTe00,RB,25.311,BAL,,MIA,3,3,18,6.00,1,100.0%,6.00,13,2016
136,James White\WhitJa02,RB,24.305,NWE,,LAR,5,4,18,4.50,0,80.0%,3.60,13,2016
137,Davante Adams\AdamDa01,WR,23.346,GNB,,HOU,7,1,17,17.00,0,14.3%,2.43,13,2016
138,Alex Erickson\EricAl01,WR,24.028,CIN,,PHI,1,1,16,16.00,0,100.0%,16.00,13,2016
139,Tyler Higbee\HigbTy00,TE,23.338,LAR,@,NWE,4,2,16,8.00,0,50.0%,4.00,13,2016
140,Mark Ingram\IngrMa01,RB,26.349,NOR,,DET,5,5,16,3.20,0,100.0%,3.20,13,2016
141,Ty Montgomery\MontTy01,WR,23.317,GNB,,HOU,3,2,16,8.00,0,66.7%,5.33,13,2016
142,Richard Rodgers\RodgRi00,TE,24.317,GNB,,HOU,2,2,16,8.00,0,100.0%,8.00,13,2016
143,Jonathan Grimes\GrimJo01,RB,26.349,HOU,@,GNB,1,1,15,15.00,0,100.0%,15.00,13,2016
