1,Antonio Brown\BrowAn04,WR,29.062,PIT,@,CLE,11,11,182,16.55,0,100.0%,16.55,1,2017
2,Adam Thielen\ThieAd00,WR,27.020,MIN,,NOR,10,9,157,17.44,0,90.0%,15.70,1,2017
3,Tyreek Hill\HillTy00,WR,23.190,KAN,@,NWE,8,7,133,19.00,1,87.5%,16.63,1,2017
4,Austin Hooper\HoopAu00,TE,22.310,ATL,@,CHI,2,2,128,64.00,1,100.0%,64.00,1,2017
5,Golden Tate\TateGo00,WR,29.039,DET,,ARI,12,10,107,10.70,0,83.3%,8.92,1,2017
6,Danny Amendola\AmenDa00,WR,31.309,NWE,,KAN,7,6,100,16.67,0,85.7%,14.29,1,2017
7,Kareem Hunt\HuntKa00,RB,22.032,KAN,@,NWE,5,5,98,19.60,2,100.0%,19.60,1,2017
8,Stefon Diggs\DiggSt00,WR,23.286,MIN,,NOR,8,7,93,13.29,2,87.5%,11.63,1,2017
9,Zach Ertz\ErtzZa00,TE,26.304,PHI,@,WAS,8,8,93,11.63,0,100.0%,11.63,1,2017
10,Brandin Cooks\CookBr00,WR,23.347,NWE,,KAN,7,3,88,29.33,0,42.9%,12.57,1,2017
11,Nelson Agholor\AghoNe00,WR,24.109,PHI,@,WAS,8,6,86,14.33,1,75.0%,10.75,1,2017
12,Randall Cobb\CobbRa00,WR,27.019,GNB,,SEA,13,9,85,9.44,0,69.2%,6.54,1,2017
13,Michael Crabtree\CrabMi00,WR,29.361,OAK,@,TEN,7,6,83,13.83,0,85.7%,11.86,1,2017
14,Pierre Garcon\GarcPi00,WR,31.033,SFO,,CAR,10,6,81,13.50,0,60.0%,8.10,1,2017
15,Jordy Nelson\NelsJo00,WR,32.102,GNB,,SEA,8,7,79,11.29,1,87.5%,9.88,1,2017
16,Cooper Kupp\KuppCo00,WR,24.087,LAR,,IND,6,4,76,19.00,1,66.7%,12.67,1,2017
17,Delanie Walker\WalkHu00,TE,33.029,TEN,,OAK,9,7,76,10.86,0,77.8%,8.44,1,2017
18,Larry Fitzgerald\FitzLa00,WR,34.010,ARI,@,DET,13,6,74,12.33,0,46.2%,5.69,1,2017
19,A.J. Green\GreeA.00,WR,29.041,CIN,,BAL,10,5,74,14.80,0,50.0%,7.40,1,2017
20,Rishard Matthews\MattRi00,WR,27.333,TEN,,OAK,9,5,71,14.20,0,55.6%,7.89,1,2017
21,Corey Davis\DaviCo03,WR,22.242,TEN,,OAK,10,6,69,11.50,0,60.0%,6.90,1,2017
22,Kenny Golladay\GollKe00,WR,23.311,DET,,ARI,7,4,69,17.25,2,57.1%,9.86,1,2017
23,Terrance Williams\WillTe01,WR,28.002,DAL,,NYG,7,6,68,11.33,0,85.7%,9.71,1,2017
24,David Johnson\JohnDa08,RB,25.268,ARI,@,DET,9,6,67,11.17,0,66.7%,7.44,1,2017
25,Demaryius Thomas\ThomDe03,WR,29.260,DEN,,LAC,8,5,67,13.40,0,62.5%,8.38,1,2017
26,Julio Jones\JoneJu02,WR,28.219,ATL,@,CHI,5,4,66,16.50,0,80.0%,13.20,1,2017
27,Terrelle Pryor\PryoTe00,WR,28.082,WAS,,PHI,11,6,66,11.00,0,54.5%,6.00,1,2017
28,Doug Baldwin\BaldDo00,WR,28.354,SEA,@,GNB,4,4,63,15.75,0,100.0%,15.75,1,2017
29,Amari Cooper\CoopAm00,WR,23.084,OAK,@,TEN,13,5,62,12.40,1,38.5%,4.77,1,2017
30,Ryan Grant\GranRy01,WR,26.265,WAS,,PHI,6,4,61,15.25,0,66.7%,10.17,1,2017
31,Jordan Matthews\MattJo00,WR,25.056,BUF,,NYJ,3,2,61,30.50,0,66.7%,20.33,1,2017
32,Jermaine Kearse\KearJe01,WR,27.216,NYJ,@,BUF,9,7,59,8.43,0,77.8%,6.56,1,2017
33,Paul Richardson\RichPa01,WR,25.150,SEA,@,GNB,7,4,59,14.75,0,57.1%,8.43,1,2017
34,Jason Witten\WittJa00,TE,35.127,DAL,,NYG,9,7,59,8.43,1,77.8%,6.56,1,2017
35,Sammy Watkins\WatkSa00,WR,24.088,LAR,,IND,5,5,58,11.60,0,100.0%,11.60,1,2017
36,T.Y. Hilton\HiltT.00,WR,27.300,IND,@,LAR,7,3,57,19.00,0,42.9%,8.14,1,2017
37,Jared Cook\CookJa02,TE,30.156,OAK,@,TEN,5,5,56,11.20,0,100.0%,11.20,1,2017
38,Todd Gurley\GurlTo01,RB,23.038,LAR,,IND,6,5,56,11.20,0,83.3%,9.33,1,2017
39,Jeremy Maclin\MaclJe00,WR,29.122,BAL,@,CIN,4,2,56,28.00,1,50.0%,14.00,1,2017
40,DeAndre Hopkins\HopkDe00,WR,25.096,HOU,,JAX,16,7,55,7.86,1,43.8%,3.44,1,2017
41,Coby Fleener\FleeCo00,TE,28.356,NOR,@,MIN,6,5,54,10.80,1,83.3%,9.00,1,2017
42,Mark Ingram\IngrMa01,RB,27.264,NOR,@,MIN,5,5,54,10.80,0,100.0%,10.80,1,2017
43,Roger Lewis\LewiRo03,WR,23.287,NYG,@,DAL,6,4,54,13.50,0,66.7%,9.00,1,2017
44,Tyrell Williams\WillTy00,WR,25.211,LAC,@,DEN,7,5,54,10.80,0,71.4%,7.71,1,2017
45,Charles Clay\ClayCh00,TE,28.209,BUF,,NYJ,9,4,53,13.25,1,44.4%,5.89,1,2017
46,Corey Coleman\ColeCo00,WR,23.066,CLE,,PIT,6,5,53,10.60,1,83.3%,8.83,1,2017
47,Ted Ginn\GinnTe00,WR,32.152,NOR,@,MIN,5,4,53,13.25,0,80.0%,10.60,1,2017
48,Russell Shepard\ShepRu00,WR,26.358,CAR,@,SFO,2,2,53,26.50,1,100.0%,26.50,1,2017
49,Robert Woods\WoodRo02,WR,25.153,LAR,,IND,5,3,53,17.67,0,60.0%,10.60,1,2017
50,Tommylee Lewis\LewiTo00,WR,24.322,NOR,@,MIN,3,2,52,26.00,0,66.7%,17.33,1,2017
51,Chris Thompson\ThomCh03,RB,26.325,WAS,,PHI,5,4,52,13.00,1,80.0%,10.40,1,2017
52,Shane Vereen\VereSh00,RB,28.131,NYG,@,DAL,10,9,51,5.67,0,90.0%,5.10,1,2017
53,Donte Moncrief\MoncDo00,WR,24.035,IND,@,LAR,4,1,50,50.00,0,25.0%,12.50,1,2017
54,LeSean McCoy\McCoLe01,RB,29.060,BUF,,NYJ,6,5,49,9.80,0,83.3%,8.17,1,2017
55,Davante Adams\AdamDa01,WR,24.260,GNB,,SEA,7,3,47,15.67,0,42.9%,6.71,1,2017
