1,Adrian Peterson\PeteAd01,RB,30.253,MIN,@,ATL,29,158,5.450,2,12,2015
2,Spencer Ware\WareSp00,RB,24.006,KAN,,BUF,19,114,6.000,1,12,2015
3,C.J. Anderson\AndeC.00,RB,24.292,DEN,,NWE,15,113,7.530,2,12,2015
4,Tevin Coleman\ColeTe01,RB,22.227,ATL,,MIN,18,110,6.110,0,12,2015
5,Eddie Lacy\LacyEd00,RB,25.177,GNB,,CHI,17,105,6.180,0,12,2015
6,Doug Martin\MartDo00,RB,26.320,TAM,@,IND,14,97,6.930,0,12,2015
7,Chris Ivory\IvorCh00,RB,27.252,NYJ,,MIA,21,87,4.140,1,12,2015
8,Jeremy Hill\HillJe01,HB,23.040,CIN,,STL,16,86,5.380,0,12,2015
9,Thomas Rawls\RawlTh00,RB,22.118,SEA,,PIT,21,81,3.860,1,12,2015
10,Alfred Morris\MorrAl00,RB,26.352,WAS,,NYG,23,78,3.390,0,12,2015
11,Alfred Blue\BlueAl00,RB,24.216,HOU,,NOR,16,77,4.810,1,12,2015
12,LeSean McCoy\McCoLe01,RB,27.140,BUF,@,KAN,19,70,3.680,0,12,2015
13,Jonathan Stewart\StewJo00,RB,28.250,CAR,@,DAL,21,68,3.240,0,12,2015
14,Ameer Abdullah\AbduAm00,RB,22.166,DET,,PHI,16,63,3.940,0,12,2015
15,Tavon Austin\AustTa00,WR,25.259,STL,@,CIN,4,63,15.750,1,12,2015
16,Melvin Gordon\GordMe00,RB,22.230,SDG,@,JAX,14,60,4.290,0,12,2015
17,Ronnie Hillman\HillRo00,RB,24.076,DEN,,NWE,14,59,4.210,1,12,2015
18,Latavius Murray\MurrLa00,RB,25.315,OAK,@,TEN,22,59,2.680,0,12,2015
19,Javorius Allen\AlleJa01,RB,24.095,BAL,@,CLE,12,55,4.580,0,12,2015
20,Mark Ingram\IngrMa01,RB,25.343,NOR,@,HOU,9,52,5.780,0,12,2015
21,Shaun Draughn\DrauSh00,RB,27.357,SFO,,ARI,15,51,3.400,0,12,2015
22,Jeremy Langford\LangJe00,RB,23.355,CHI,@,GNB,12,48,4.000,1,12,2015
23,Tyrod Taylor\TaylTy00,QB,26.118,BUF,@,KAN,5,46,9.200,0,12,2015
24,Cam Newton\NewtCa00,QB,26.199,CAR,@,DAL,12,45,3.750,1,12,2015
25,Matt Forte\FortMa00,RB,29.351,CHI,@,GNB,15,44,2.930,0,12,2015
26,James Starks\StarJa00,RB,29.274,GNB,,CHI,7,39,5.570,0,12,2015
27,Terrance West\WestTe00,RB,24.306,BAL,@,CLE,7,37,5.290,0,12,2015
28,T.J. Yeldon\YeldT.00,RB,22.058,JAX,,SDG,9,36,4.000,0,12,2015
29,Alex Smith\SmitAl03,QB,31.206,KAN,,BUF,6,35,5.830,0,12,2015
30,Blake Bortles\BortBl00,QB,23.215,JAX,,SDG,6,33,5.500,0,12,2015
31,Jerick McKinnon\McKiJe00,RB,23.210,MIN,@,ATL,5,33,6.600,0,12,2015
32,Aaron Rodgers\RodgAa00,QB,31.359,GNB,,CHI,4,33,8.250,0,12,2015
33,Antonio Andrews\AndrAn00,RB,23.104,TEN,,OAK,11,32,2.910,0,12,2015
34,Kenjon Barner\BarnKe00,RB,25.212,PHI,@,DET,7,30,4.290,0,12,2015
35,Marvin Jones\JoneMa02,WR,25.262,CIN,,STL,1,30,30.000,0,12,2015
36,DeMarco Murray\MurrDe00,RB,27.287,PHI,@,DET,14,30,2.140,0,12,2015
37,DeAngelo Williams\WillDe02,RB,32.218,PIT,@,SEA,8,29,3.630,1,12,2015
38,Bilal Powell\PoweBi00,RB,27.033,NYJ,,MIA,6,28,4.670,0,12,2015
39,LeGarrette Blount\BlouLe00,RB,28.359,NWE,@,DEN,9,27,3.000,0,12,2015
40,Akeem Hunt\HuntAk01,RB,22.280,HOU,,NOR,3,27,9.000,0,12,2015
41,Duke Johnson\JohnDu00,RB,22.068,CLE,,BAL,7,27,3.860,0,12,2015
42,Jameis Winston\WinsJa00,QB,21.327,TAM,@,IND,3,27,9.000,0,12,2015
43,Joique Bell\BellJo01,RB,29.114,DET,,PHI,7,25,3.570,1,12,2015
44,Jonathan Grimes\GrimJo01,RB,25.343,HOU,,NOR,7,25,3.570,0,12,2015
45,Andre Ellington\ElliAn00,RB,26.299,ARI,@,SFO,5,24,4.800,0,12,2015
46,Frank Gore\GoreFr00,RB,32.199,IND,,TAM,19,24,1.260,0,12,2015
47,Denard Robinson\RobiDe00,RB,25.068,JAX,,SDG,3,23,7.670,0,12,2015
48,Ryan Fitzpatrick\FitzRy00,QB,33.005,NYJ,,MIA,5,21,4.200,0,12,2015
49,David Johnson\JohnDa08,RB,23.348,ARI,@,SFO,8,21,2.630,1,12,2015
50,Chris Polk\PolkCh00,RB,25.348,HOU,,NOR,6,21,3.500,0,12,2015
51,Cecil Shorts\ShorCe00,WR,27.342,HOU,,NOR,3,20,6.670,0,12,2015
