1,Joe Mixon\MixoJo00,HB,21.125,CIN,,CLE,23,114,4.960,1,12,2017
2,Dion Lewis\LewiDi00,RB,27.060,NWE,,MIA,15,112,7.470,0,12,2017
3,Samaje Perine\PeriSa00,RB,22.068,WAS,,NYG,24,100,4.170,0,12,2017
4,LeGarrette Blount\BlouLe00,RB,30.356,PHI,,CHI,15,97,6.470,0,12,2017
5,Tevin Coleman\ColeTe01,RB,24.224,ATL,,TAM,19,97,5.110,2,12,2017
6,Le'Veon Bell\BellLe00,RB,25.281,PIT,,GNB,20,95,4.750,0,12,2017
7,Isaiah Crowell\CrowIs00,RB,24.322,CLE,@,CIN,16,95,5.940,0,12,2017
8,Alvin Kamara\KamaAl00,FB,22.124,NOR,@,LAR,5,87,17.400,1,12,2017
9,Latavius Murray\MurrLa00,RB,27.309,MIN,@,DET,20,84,4.200,1,12,2017
10,Derrick Henry\HenrDe00,RB,23.326,TEN,@,IND,13,79,6.080,0,12,2017
11,Adrian Peterson\PeteAd01,RB,32.250,ARI,,JAX,20,79,3.950,0,12,2017
12,Todd Gurley\GurlTo01,HB,23.115,LAR,,NOR,17,74,4.350,0,12,2017
13,Marshawn Lynch\LyncMa00,RB,31.218,OAK,,DEN,26,67,2.580,1,12,2017
14,Jamaal Williams\WillJa06,RB,22.237,GNB,@,PIT,21,66,3.140,1,12,2017
15,Melvin Gordon\GordMe00,RB,24.224,LAC,@,DAL,21,65,3.100,0,12,2017
16,Blake Bortles\BortBl00,QB,25.212,JAX,@,ARI,6,62,10.330,2,12,2017
17,Frank Gore\GoreFr00,RB,34.196,IND,,TEN,17,62,3.650,1,12,2017
18,Christian McCaffrey\McCaCh01,RB,21.172,CAR,@,NYJ,7,62,8.860,0,12,2017
19,Alex Collins\CollAl00,RB,23.093,BAL,,HOU,16,60,3.750,1,12,2017
20,Lamar Miller\MillLa01,RB,26.216,HOU,@,BAL,17,51,3.000,1,12,2017
21,Rex Burkhead\BurkRe00,RB,27.147,NWE,,MIA,13,50,3.850,1,12,2017
22,LeSean McCoy\McCoLe01,RB,29.137,BUF,@,KAN,22,49,2.230,0,12,2017
23,Carlos Hyde\HydeCa00,RB,27.067,SFO,,SEA,16,47,2.940,0,12,2017
24,Eddie Lacy\LacyEd00,RB,27.177,SEA,@,SFO,17,46,2.710,0,12,2017
25,Joe Flacco\FlacJo00,QB,32.315,BAL,,HOU,6,42,7.000,0,12,2017
26,Rod Smith\SmitRo06,RB,25.317,DAL,,LAC,9,41,4.560,1,12,2017
27,DeShone Kizer\KizeDe00,QB,21.327,CLE,@,CIN,9,39,4.330,1,12,2017
28,Damien Williams\WillDa05,RB,25.237,MIA,@,NWE,8,38,4.750,0,12,2017
29,Wayne Gallman\GallWa00,RB,23.053,NYG,@,WAS,9,37,4.110,0,12,2017
30,Alfred Morris\MorrAl00,RB,28.346,DAL,,LAC,9,36,4.000,0,12,2017
31,Duke Johnson\JohnDu00,RB,24.064,CLE,@,CIN,6,35,5.830,0,12,2017
32,Alex Smith\SmitAl03,QB,33.203,KAN,,BUF,5,35,7.000,0,12,2017
33,Terron Ward\WardTe00,RB,25.284,ATL,,TAM,7,35,5.000,0,12,2017
34,Bilal Powell\PoweBi00,RB,29.030,NYJ,,CAR,9,34,3.780,0,12,2017
35,Doug Martin\MartDo00,RB,28.317,TAM,@,ATL,7,33,4.710,0,12,2017
36,Mark Ingram\IngrMa01,RB,27.340,NOR,@,LAR,11,31,2.820,0,12,2017
37,Jacquizz Rodgers\RodgJa00,RB,27.293,TAM,@,ATL,8,31,3.880,0,12,2017
38,Orleans Darkwa\DarkOr00,RB,25.268,NYG,@,WAS,11,30,2.730,0,12,2017
39,Kaelin Clay\ClayKa00,WR,25.327,CAR,@,NYJ,1,29,29.000,0,12,2017
40,Carson Wentz\WentCa00,QB,24.331,PHI,,CHI,5,29,5.800,0,12,2017
41,Travaris Cadet\CadeTr00,RB,28.298,BUF,@,KAN,6,28,4.670,0,12,2017
42,Josh McCown\McCoJo01,QB,38.145,NYJ,,CAR,2,28,14.000,0,12,2017
43,Cam Newton\NewtCa00,QB,28.199,CAR,@,NYJ,9,28,3.110,1,12,2017
44,Corey Clement\ClemCo00,RB,23.024,PHI,,CHI,4,27,6.750,0,12,2017
45,Tyrod Taylor\TaylTy00,QB,28.115,BUF,@,KAN,9,27,3.000,0,12,2017
46,Jay Ajayi\AjayJa00,RB,24.164,PHI,,CHI,5,26,5.200,0,12,2017
47,Andy Dalton\DaltAn00,QB,30.028,CIN,,CLE,4,26,6.500,0,12,2017
